非洲	África
香农 (计算数学家)	Claude Shannon
宝莱坞	Bollywood
索里亚省	Lista de municípios de Sória
三角函数	Função trigonométrica
2009年甲型H1N1流感疫情	Pandemia de gripe A de 2009
草	Erva daninha
文瑾莹	Moon Geun-young
2004年欧洲足球冠军赛	Campeonato Europeu de Futebol de 2004
严重急性呼吸道综合症	Síndrome respiratória aguda grave
Flickr	Flickr
John C. Mather	John Mather
索尔·珀尔马特	Saul Perlmutter
希腊数字	Numerais gregos
人民力量党 (泰国)	Partido do Poder do Povo
克里米亚鞑靼人	Tártaros da Crimeia
伊斯兰圣战组织 (巴勒斯坦)	Jihad Islâmica
2011年亚洲杯足球比赛入围赛	Eliminatórias para a Copa da Ásia de 2011
爱媛县	Ehime
圣灰星期三	Quarta-feira de cinzas
邻舍	Bairro
沙地	Estepe
鸡窠生凤凰 (电影)	Slumdog Millionaire
浦东新区	Pudong
天坛	Templo do Céu
外滩	Bund (Xangai)
山形县	Yamagata
基呒湖	Lago Kivu
电子工程	Engenharia eletrônica
台湾海峡	Estreito de Taiwan
神奈川县	Kanagawa
中国地区	Região de Chugoku
长野县	Nagano
埼玉县	Saitama
笼	Jaula
英属印度	Índia britânica
法国高速铁路	TGV
Ϝ	Ϝ
群马县	Gunma
Ϙ	Qoopa
Hugh Jackman	Hugh Jackman
兵库县	Hyōgo
2004年东南亚大地震搭海啸	Sismo e tsunami do Oceano Índico de 2004
李准基	Lee Jun Ki
安娜·库妮可娃	Anna Kournikova
天线	Antena
泰国湾	Golfo da Tailândia
2000年欧洲足球冠军赛	Campeonato Europeu de Futebol de 2000
Ϛ	Ϛ
石川县	Ishikawa
妓院	Prostíbulo
国际单位制词头	Prefixo SI
静冈县	Shizuoka
对话	Diálogo
Ͳ	Ͳ
葡蛮郎	Bumerangue
渧拉米酥	Tiramisù
Ϻ	Ϻ
毛巾	Toalha
钱包	Carteira
春节	Ano-novo chinês
麻生太郎	Tarō Asō
无产阶级	Proletariado
弥撒	Missa
Naomi Watts	Naomi Watts
座头鲸	Baleia-jubarte
冈山县	Okayama
赌场	Casino
撒旦教	Satanismo
沙道镇 (泰国)	Sadao
农历	Calendário chinês
克罗地亚国家足球队	Seleção Croata de Futebol
巴尔喀什湖	Lago Balcache
丹尼·波尔	Danny Boyle
泰国旗	Bandeira da Tailândia
希腊国家足球队	Seleção Grega de Futebol
峨眉山	Monte Emei
Zip	ZIP
冰壶	Curling
太湖	Lago Taihu
研究生	Pós-graduação
加蒂诺市 (魁北克)	Gatineau
针	Agulha
加合拉·孛何妮	Carla Bruni
魔幻现实主义	Realismo mágico
潘玉良	Pan Yuliang
义和团	Levante dos boxers
李芙妮	Tzipi Livni
列宁搿拉德围城搭仔保卫战	Cerco a Leninegrado
1988年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1988
皇家夜总会 (电影)	Casino Royale (2006)
薯条	Batata frita
吉赛尔·邦臣	Gisele Bündchen
塔塔拿挪	Tata Nano
特强气旋风暴纳尔吉斯	Ciclone Nargis
2008年希腊街头骚乱	Distúrbios de 2008 na Grécia
半岛战争	Guerra Peninsular
丽水县	Lệ Thủy
锅	Panela
Bipasha Basu	Bipasha Basu
英国电视电影艺术学院奖	British Academy of Film and Television Arts
毛纳洛火山	Mauna Loa
荷兰东印度公司	Companhia Holandesa das Índias Orientais
富牌国际机场	Aeroporto Internacional de Phu Bai
斷背山	O Segredo de Brokeback Mountain
雀巢公司	Nestlé
环球小姐	Miss Universo
ADSL	Asymmetric Digital Subscriber Line
1992年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1992
奥斯区亚国家足球队	Seleção Austríaca de Futebol
伦敦德里城	Derry
新干线	Shinkansen
达新	Thaksin Shinawatra
Olga Kurylenko	Olga Kurylenko
瑞士国家足球队	Seleção Suíça de Futebol
莲姜国际机场	Aeroporto de Lien Khuong
金泳三	Kim Young-sam
星海爭霸	StarCraft
波兰国家足球队	Seleção Polonesa de Futebol
祖父母	Avós
环球影视城	Universal Studios
罗马尼亚国家足球队	Seleção Romena de Futebol
唐宁街10号	10 Downing Street
小仲马	Alexandre Dumas, filho
芹苴机场	Aeroporto de Can Tho
罗杰·科恩伯格	Roger Kornberg
2008年末─2009年初加沙地带大规模军事行动	Operação Chumbo Fundido
利息	Juro
直接民主制	Democracia direta
橡胶擦子	Borracha escolar
幽老猫	Esconde-esconde
萨丽	Sári
1960年欧洲足球国家杯	Campeonato Europeu de Futebol de 1960
几何原本	Os Elementos
数码信号处理	Processamento de sinal
解热镇痛药	Analgésico
木版画	Xilogravura
世界小姐	Miss Mundo
长沙市	Changsha
阿披实	Abhisit Vejjajiva
越南国家航空公司	Vietnam Airlines
伦敦政治经济学院	London School of Economics
油画	Pintura a óleo
达乃 乌同秋克	Danai Udomchoke
Portal:历史	Portal:História
洲际弹道飞弹	Míssil balístico intercontinental
物流	Logística
遗传转录	Transcrição (genética)
繁体字	Chinês tradicional
宦官	Eunuco
虱误	Bug
阿歷克山德拉·柯倫泰	Alexandra Kollontai
George F. Smoot	George Smoot
Ϸ	Ϸ
锡克金庙	Harmandir Sahib
酋长航空公司	Emirates Airlines
1996年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1996
消费者物价指数	Índice de preços no consumidor
国际足球联合会世界排名表	Ranking Mundial da FIFA
卡本塔里亚湾	Golfo de Carpentária
超级市场	Supermercado
章子怡	Zhang Ziyi
Heineken	Heineken
威尔士国家足球队	Seleção Galesa de Futebol
千分比	Por mil
高雄市	Kaohsiung
病人	Paciente
1980年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1980
1968年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1968
1964年欧洲足球国家杯	Campeonato Europeu de Futebol de 1964
印第安纳琼斯 —— 水晶骷髅王国	Indiana Jones e o Reino da Caveira de Cristal
1972年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1972
Bayes定理	Teorema de Bayes
普吉府	Phuket (província)
1984年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1984
亚历山大	Alexandria (desambiguação)
昆明	Kunming
老呒所依	No Country for Old Men (filme)
东京铁塔	Torre de Tóquio
兰州市	Lanzhou
佛來崮	Le Puy-en-Velay
头趟公开募股	Oferta pública inicial
羅迪尼亞	Rodínia
欧里维娅	Olivia Newton-John
Knol	Knol
Ͱ	Ͱ
法国航空447号班机	Voo Air France 447
共享软件	Shareware
简化字	Chinês simplificado
Mike Myers	Mike Myers
薄拉特 (电影)	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
張勉	Chang Myon
耳機	Fones de ouvido
利库德党	Likud
洛阳	Luoyang
淞河	Rio Saône
白鳍豚	Lipotes vexillifer
1976年欧洲足球冠军赛	Campeonato Europeu de Futebol de 1976
平昌郡	Pyeongchang
藤球	Sepaktakraw
亚洲开发银行	Banco Asiático de Desenvolvimento
奖学金	Bolsa de estudo
矮马	Pónei
匈奴编年史	Xiongnu
孟子	Mêncio
帝国理工	Imperial College London
卫生	Saúde pública
桂林	Guilin
雪兰莪州	Selangor
海口市	Haikou
海拔	Altitude
挪威广播公司	NRK
第一趟鸦片战争	Primeira Guerra do Ópio
声调	Língua tonal
基督山伯爵	O Conde de Monte Cristo
玛丽女王2号	RMS Queen Mary 2
法国总统	Presidente da França
尹潽善	Yun Bo-seon
伊顿公学	Eton College
越盾	Dong (moeda)
解剖学治疗学及化学分类系统	ATC
尹致昊	Yun Chi-ho
终结者3	Terminator 3: Rise of the Machines
北卡罗莱纳大学教堂山分校	Universidade da Carolina do Norte em Chapel Hill
我有一只梦	Eu Tenho um Sonho
上海世博会	Expo 2010
梦工厂	DreamWorks SKG
谢列梅捷沃国际机场	Aeroporto Moscovo Sheremetievo
瑞联银行	UBS AG
观世音	Avalokiteshvara
新曼谷国际机场	Aeroporto Internacional de Suvarnabhumi
张居正	Zhang Juzheng
郑洁	Zheng Jie
月饼	Bolo lunar
株洲市	Zhuzhou
壯學	Zhuangologia
中国人民解放军	Exército de Libertação Popular
辛格·旺楚克 (不丹国王)	Jigme Singye Wangchuck
利尿药	Diurético
华南虎	Tigre-do-sul-da-china
巴黎大区高速铁路C线	Linha C do RER
精神疾病诊断搭仔统计手冊	Manual Diagnóstico e Estatístico de Transtornos Mentais
米尔克 (电影)	Milk (filme)
高棉帝国	Império Khmer
狙击手	Atirador especial
鼻衄	Epistaxe
开脱•文斯莱脱	Kate Winslet
平均	Média
富国机场	Aeroporto de Phu Quoc
曹操	Cao Cao
火山湖	Lago de cratera
水粉画	Guache
拨人忽视个真相	An Inconvenient Truth
Isaac Hayes	Isaac Hayes
春武里府	Chon Buri (província)
武夷山	Monte Wuyi
塔麻可吉电子小鸡	Tamagotchi
泰王国国歌	Phleng Chat
二氧化氮	Dióxido de nitrogénio
冬至	Solstício de inverno
风月俏佳人	Pretty Woman
新台币	Novo dólar taiwanês
混成词	Palavra-valise
法国省份一览表	Antigas províncias da França
BOINC	BOINC
袁世凯	Yuan Shikai
袋鼠岛	Ilha Kangaroo
泰拉 蕾	Tara Reid
刘翔	Liu Xiang
蒙古人民共和国	República Popular da Mongólia
DTD	Definição de Tipo de Documento
开脱•末斯	Kate Moss
娜塔莎·李察遜	Natasha Richardson
三聚氰胺	Melamina
高隆皮亚国家足球队	Seleção Colombiana de Futebol
莫尼卡-莱温斯基	Monica Lewinsky
雷曼兄弟公司	Lehman Brothers
大使馆	Missão diplomática
喫	Alimentação
金奎植	Kim Kyu-sik
IPod Shuffle	IPod Shuffle
泼水节	Songkran
7-Zip	7-Zip
洋油盏	Lâmpada de querosene
南沙群岛	Ilhas Spratly
湘潭市	Xiangtan
费加罗报 (法国)	Le Figaro
汽车旅馆	Motel
垃圾桶	Lixeira
金刚 (电影)	King Kong
泻药	Laxante
老鼠会	Esquema Ponzi
赌城风云 (电影)	Casino (filme)
学科	Lista de disciplinas acadêmicas
性用品商店	Sex shop
ISO/IEC 8859	ISO 8859
关公	Guan Yu
龟	Testudinata
东方明珠	Torre Pérola Oriental
国际足联世界冠军俱乐部杯赛	Copa do Mundo de Clubes da FIFA
卢旺达旅馆	Hotel Ruanda
重见日头 (1996年电影)	Daylight (filme)
苹果 (消歧义)	Apple (desambiguação)
非洲国家列表	Lista de países e territórios da África
Isla Fisher	Isla Fisher
石泰凡妮 莱斯	Stephanie Rice
印度空间研究组织	Organização Indiana de Pesquisa Espacial
臺灣 (消歧義)	Taiwan (desambiguação)
酱油	Molho de soja
新山	Johor Bahru
Euro	Euro (desambiguação)
MT	MT
国富论	A Riqueza das Nações
清迈府	Chiang Mai (província)
蔡英文	Tsai Ing-wen
宋卡府	Songkhla (província)
平年	Ano comum
玫瑰人生 (2007年电影)	La môme
沙吞府	Satun (província)
清莱府	Chiang Rai (província)
拉廊府	Ranong (província)
披集府	Phichit (província)
We Are the Champions	We Are the Champions
九龙	Kowloon
末尔悬岩	Falésias de Moher
IT狂人	The IT Crowd
北榄坡府	Nakhon Sawan (província)
碧差汶府	Phetchabun (província)
抗心律失常药	Antiarrítmico
陈艳青	Chen Yanqing
2008年欧洲足球冠军赛	Campeonato Europeu de Futebol de 2008
五代十国	Período das Cinco Dinastias e dos Dez Reinos
森理世	Riyo Mori
索马里内战	Guerra Civil da Somália
沙马	Samak Sundaravej
金砖国家	BRICS
安纳乍能府	Amnat Charoen (província)
董里府	Trang (província)
博他仑府	Phatthalung (província)
纳戈尔诺-卡拉巴赫	República do Nagorno-Karabakh
血色将至	There Will Be Blood
乌泰他尼府	Uthai Thani (província)
新北市	Nova Taipé
臺中市	Taichung
他拉嘞共 (维克多利亚)	Traralgon
年号	Nome de era
高丽航空	Air Koryo
环球银行金融电信协会	SWIFT
Motorola	Motorola
欧洲足球冠军赛	Campeonato Europeu de Futebol
汽水	Água gaseificada
三沙市	Sansha
保合多伽勒国家足球队	Seleção Portuguesa de Futebol
车路	Rodovia
苏梅岛	Ko Samui
爱尔兰镑	Libra irlandesa
陈冯富珍	Margaret Chan
中岛美嘉	Mika Nakashima
Lauren Jackson	Lauren Jackson
Prapawadee Jaroenrattanatarakoon	Prapawadee Jaroenrattanatarakoon
邓亚萍	Deng Yaping
里斯班斯 齐凯脱	Lisbeth Trickett
西跋榭滴	Shilpa Shetty
石泰凡妮 孛朗	Stephanie Brown Trafton
Melissa Etheridge	Melissa Etheridge
陈冲	Joan Chen
陈若琳 (运动员)	Chen Ruolin
Jennifer Hawkins	Jennifer Hawkins
Pamela Jelimo	Pamela Jelimo
挪威公主阿斯特丽德	Astrid da Noruega
莱索尔 强斯	Leisel Jones
郭晶晶	Guo Jingjing
陈燮霞	Chen Xiexia
头孢菌素	Cefalosporina
沙没巴干府	Samut Prakan (província)
呵叻府	Nakhon Ratchasima (província)
藏羚羊	Chiru
生个利亚酒	Sangria (bebida)
攀牙府	Phangnga (província)
馅饼统计图	Gráfico de setores
艾管里	Écully
抗酸剂	Antiácido
早稻田大学	Universidade de Waseda
吴 (三国)	Wu Oriental
氯霉素	Cloranfenicol
猜也贲府	Chaiyaphum (província)
计程车3	Taxi 3
英特尔砂桥	Sandy Bridge
马肖·米切姆	Matthew Mitcham
耶莲娜	Jelena Dokić
重组DNA	ADN recombinante
硫酸镁	Sulfato de magnésio
拉喇·杜打	Lara Dutta
汽车租赁	Aluguel de veículos
澳大利亚搭新西兰军团纪念日	Dia ANZAC
ANZ大球场	ANZ Stadium
素拉育	Surayud Chulanont
颂猜·旺沙瓦	Somchai Wongsawat
地帕·漫它	Deepa Mehta
奥特莱•导都	Audrey Tautou
Β－内酰胺类抗生素	Antibiótico betalactâmico
金城武	Takeshi Kaneshiro
周星驰	Stephen Chow
WHO	Who (Unix)
多尼尔228	Dornier Do 228
孙权	Sun Quan
蒋经国	Chiang Ching-kuo
墨尔本胜利	Melbourne Victory Football Club
纳维语	Língua na'vi
Al Burj大厦 (迪拜)	Nakheel Tower
神舟七号飞船	Shenzhou 7
鬼勒耳朵边头讲	Ghost Whisperer
Grant George Hackett	Grant Hackett
松浦晃一郎	Koichirō Matsuura
茄特 艾勒麦勒	Gad Elmaleh
韩愈	Han Yu
梁朝伟	Tony Leung Chiu-Wai
丁俊晖	Ding Junhui
澳大利亚总理	Primeiro-ministro da Austrália
王安石	Wang Anshi
投资银行	Banco de investimento
徐載弼	Philip Jaisohn
巴真府	Prachin Buri (província)
精工表	Seiko
杭州灣大橋	Ponte da Baía de Hangzhou
武里喃府	Buri Ram (província)
坤敬府	Khon Kaen (província)
德国无线通信	T-Mobile
廊开府	Nong Khai (província)
日本中央银行	Banco do Japão
Raja Ravi Varma	Ravi Varma
李自成	Li Zicheng
哈桑式火箭弹	Foguete Qassam
林语堂	Lin Yutang
朴憲永	Pak Hon-Yeong
金枓捧	Kim Du-bong
龙仔厝府	Samut Sakhon (província)
信武里府	Sing Buri (província)
武昌起义	Levantamento de Wuchang
同心隆安足球俱乐部	Dong Tam Long An FC
教堂山	Chapel Hill
阿德来德联队	Adelaide United Football Club
芜湖市	Wuhu
安庆市	Anqing
佛历	Calendário budista
银河处女	Virgin Galactic
2007年加沙地带争夺战	Batalha de Gaza (2007)
拗廊 (泰国)	Ao Nang
新兴工业国家	Países recentemente industrializados
李鸿章	Li Hongzhang
中秋节	Festival da Lua
元均	Won Kyun
浅野忠信	Tadanobu Asano
炳·廷素拉暖	Prem Tinsulanonda
以蒙 苏里房	Eamon Sullivan
雷锋	Lei Feng
多尔衮	Dorgon
素可泰府	Sukhothai (província)
彭德怀	Peng Dehuai
依善	Região Nordeste (Tailândia)
紫峰大厦	Nanjing Greenland Financial Center
姚文元	Yao Wenyuan
斯瓦特县	Swat (Paquistão)
悉尼晨锋报	The Sydney Morning Herald
The quick brown fox jumps over the lazy dog	The quick brown fox jumps over the lazy dog
金牌	Medalha de ouro
亚洲航空	AirAsia
台南	Tainan
秋叶原	Akihabara
徐光启	Xu Guangqi
强心苷	Cardioglicosídeo
SDS	Dodecil sulfato de sódio
大环内酯类抗生素	Macrólido
恒生指数	Hang Seng Index
喹诺酮	Quinolona
Моа	Moa
掸邦	Shan (estado)
1976年河北唐山大地震	Sismo de Tangshan de 1976
上海地铁	Metrô de Xangai
以色列空军	Força Aérea Israelense
玩转身前事	The Bucket List
秋瑾	Qiu Jin
崇礼门	Namdaemun
嫦娥	Chang'e
羅蕙錫	Na Hye-sok
迪温·布朗	Divine Brown
Liudmila Blonska	Lyudmila Blonska
孙休	Jing de Wu
許政	Heo Jeong
孙皓	Modi
孙亮	Feidi
宋吉 (拳手)	Somjit Jongjohor
滑水	Esqui aquático
泰国人	Tais
國際馬術聯合會	Federação Eqüestre Internacional
新山一国际机场	Aeroporto Internacional Tan Son Nhat
宏碁电脑	Acer (empresa)
运动场	Estádio
朝鲜半岛	Península da Coreia
圣保罗地铁	Metrô de São Paulo
亚运会	Jogos Asiáticos
捷克国家足球队	Seleção Tcheca de Futebol
朝鲜族	Coreanos
吕克·贝松	Luc Besson
俞吉濬	Yu Kil-chun
Tesco	Tesco
傲游浏览器	Maxthon
供应链管理	Gestão da cadeia de suprimentos
仁川地铁	Metrô de Incheon
朴重陽	Park Jung-yang
六方会谈	Diálogo a Seis
奶粉	Leite em pó
班地戈 (维克多利亚)	Bendigo
朝鲜核问题	Programa nuclear norte-coreano
韩国放送公社	Korean Broadcasting System
莎阿南	Shah Alam
玉山	Yu Shan
西湖	Lago do Oeste
澳大利亚日	Dia da Austrália
大屿山	Lantau
60秒惊天动地	60 Segundos
伊斯兰祈愿团	Jemaah Islamiyah
Andry Laffita	Andry Laffita
德文语法	Gramática da língua alemã
输入法	Input Method Editor
托忒蒙古文	Todo bitchig
卡卡	Kaká
南印度	Índia do Sul
许冠杰	Sam Hui
视力	Acuidade visual
星期四岛	Ilha Thursday
蒙古简介	Planalto Mongol
巴彦淖尔	Bayan Nur
抗高血压药	Anti-hipertensivo
抗真菌药	Antimicótico
意大利杂菜汤	Minestrone
算筹	Sistema numérico de varas
咳嗽药	Antitússico
海峡两岸关系	Relações entre China e Taiwan
琅琴表	Longines
奠边府战役	Batalha de Dien Bien Phu
窝同搿 (维克多利亚)	Wodonga
List of Thailand cities	Lista de cidades na Tailândia
水 (2005年电影)	Water
西非国家中央银行	Banco Central dos Estados da África Ocidental
依夫城堡	Castelo de If
皮蛋	Ovo centenário
庐山	Monte Lu
必和必拓矿业公司	BHP Billiton
零假设	Hipótese nula
电脑语言	Linguagem de computador
世纪报	The Age
布鲁塞尔皇宫	Palácio Real de Bruxelas
饺子	Guioza
山猜 拉蒂伐塔娜	Sanchai Ratiwatana
乃米湖	Lago Nemi
维杰式坦克 (印度)	Vijayanta
广州地铁	Metrô de Guangzhou
性旅游者	Turismo sexual
卡里平	Caribe
教堂山 (北卡罗来纳州)	Chapel Hill (Carolina do Norte)
启德机场	Aeroporto Internacional Kai Tak
昆剧	Ópera de Kunqu
意大利国家足球队	Seleção Italiana de Futebol
国际先驱论坛报	International New York Times
流亡政府	Governo no exílio
发声态	Fonação
中文数字大写	Numeração chinesa
南京大學	Universidade de Nanquim
輔仁大學	Universidade Católica Fu Jen
快门	Obturador
Shooting Dogs	Tiros em Ruanda
金刚	Vajra
谥号	Nome póstumo
杭州湾	Baía de Hangzhou
魏忠贤	Wei Zhongxian
市区	Zona urbana
网球王子	The Prince of Tennis
段祺瑞	Duan Qirui
中法战争	Guerra Sino-Francesa
庙号	Nome de templo
潘迪华	Rebecca Pan
台湾问题	Estatuto da República da China
溫州話	Dialeto wenzhou
西德	Alemanha Ocidental
蔡卓妍	Charlene Choi
亚洲国家列表	Lista de Estados soberanos e territórios dependentes da Ásia
春卷	Rolinhos-primavera
中子彈	Bomba de nêutrons
澳大利亚电信公司	Telstra
上海申花足球俱乐部	Shanghaï Greenland
俄罗斯国家足球队	Seleção Russa de Futebol
计程车(1998年电影)	Taxi (filme de 1998)
XUL	XUL
蓝天处女	Virgin Blue
現代標準漢語	Mandarim padrão
赛义德·西扬姆	Said Siyam
宋恰脱 拉蒂伐塔娜	Sonchat Ratiwatana
中国国家图书馆	Biblioteca Nacional da China
大漠孤雄 (电影)	Mongol (filme)
墨尔本机场。	Aeroporto de Melbourne
西昌卫星发射中心	Centro Espacial de Xichang
巴黎大区高速铁路A线	Linha A do RER
泰国人妖	Kathoey
丢勒个犀牛	Rinoceronte de Dürer
泰国北部	Região Norte (Tailândia)
凯山丰威汉市	Savannakhet
高分子化学	Química dos polímeros
克里米亚共和国	Crimeia
计程车2	Taxi 2
计程车4	Taxi 4
岘港国际机场	Aeroporto Internacional de Da Nang
国王岛	Ilha King
宋卡市	Songkhla
巴卡西半岛	Bakassi
应召女郎	Garota de programa
赤壁(2008年电影)	A Batalha dos 3 Reinos
黑人	Negros
普腾汽车	Proton (automóvel)
码头	Ancoradouro
金磚四國	BRIC
富通银行	Fortis (empresa)
远古侵略	Primeval
Schweppes	Schweppes
东突厥斯坦	Turquestão Oriental
內排国际机场	Aeroporto Internacional de Noi Bai
普吉市	Phuket (cidade)
F-15雷暴式战斗机	F-15E Strike Eagle
抗病毒药	Antiviral
國際語音學學會	Associação Fonética Internacional
闽东语维基百科	Wikipédia em min oriental
银牌	Medalha de prata
阿嘞白拿湖	Lago Albano
冠军	Campeão
越捷航空	VietJet Air
巴乃到乃	Panetone
拉玛九世	Bhumibol Adulyadej
外国口音综合症	Síndrome do sotaque estrangeiro
嫦娥工程	Programa Chinês de Exploração Lunar
科索沃宣布独立事件（2008年）	Independência do Kosovo
东南亚国家杯足球比赛	Copa AFF Suzuki
苏丹航空公司	Sudan Airways
阴蒂	Clítoris
三清山	Monte Sanqingshan
铜牌	Medalha de bronze
胡志明纪念堂	Mausoléu de Ho Chi Minh
性奴隶	Escravidão sexual
坤敬市	Khon Kaen
粥	Congee
孛拉尼城堡	Castelo de Blarney
孛拉先拿湖	Lago de Bracciano
金瓯机场	Aeroporto de Ca Mau
Debian自由软件指导方针	Debian Free Software Guidelines
外蒙古	Mongólia Exterior
挥发性有机化合物	Composto orgânico volátil
2009年以色列国会大选	Eleições legislativas em Israel em 2009
吴国	Wu (estado)
南美洲国家列表	Lista de países da América do Sul
苏州地铁	Metropolitano de Suzhou
帮助:目录	Ajuda:Página principal
Wikipedia:Tutorial	Ajuda:Tutorial
澳洲电信大球场	Docklands Stadium
澎湖列岛	Ilhas Pescadores
中国画	Pintura da China
澳大利亚国家气象局	Bureau of Meteorology
支气管扩张剂	Broncodilatador
弗林德斯岛 (塔斯曼尼亚)	Ilha Flinders
泰国王家军队	Forças Armadas da Tailândia
阿根廷，勿要为奴哭泣	Don't Cry for Me, Argentina
福布斯	Forbes
塔斯马尼亚州立大学	Universidade da Tasmânia
上海迪斯尼	Shanghai Disney Resort
猜也奔	Chaiyaphum
草原	Pradaria
金球奖	Prêmios Globo de Ouro
比拉伊	Piraí
江阴	Jiangyin
佩蒂翁维尔学校倒塌事故	Desabamento da escola La Promesse Evangelique em 2008
琼山	Chengmai
麻鷹队 (澳式足球)	Hawthorn Football Club
龙虾	Nephropidae
澳大利亚小姐	Miss Austrália
大报恩寺（南京）	Torre de Porcelana de Nanquim
O'Reilly Media	O'Reilly Media
泰国南部	Região Sul (Tailândia)
越南南方共和国	República do Vietname do Sul
百万富豪	Milionário
Club Méd	Club Méditerranée
河西省	Ha Tay
AV女优	AV idol
手写体	Letra cursiva
宋慧教	Song Hye-kyo
吴语维基百科	Wikipédia em chinês wu
迪拜大商场	Dubai Mall
婚礼歌手	The Wedding Singer
异食癖	Pica (transtorno)
本田爵士 (汽车)	Honda Jazz
巩金瓯	Gong Jin'ou
澳大利亚邮政局	Australia Post
大中华地区	Grande China
科廷科技大学	Universidade Curtin
子思	Zisi
1931年个江淮大水	Inundações na China de 1931
陕西历史博物馆	Museu Histórico de Shaanxi
愛科蘭舞	Futari wa Pretty Cure
阿含经	Agama (budismo)
侬	Você
法国人口	Demografia da França
梅林	Merlin (telessérie)
普拉部地伐 (演员)	Prabhu Deva
粤文维基百科	Wikipédia em cantonês
东亚运动会	Jogos da Ásia Oriental
杭州萧山国际机场	Aeroporto Internacional de Hangzhou Xiaoxan
泰国个佛教	Budismo na Tailândia
泰国国立法政大学	Universidade Thammasat
九龙半岛	Península de Kowloon
机场	Aeroporto
世界大桥长度排名	Lista das pontes mais extensas do mundo
男妓	Prostituição masculina
土星运载火箭	Saturno (família de foguetes)
泰叻报	Thai Rath
泰国人民反独裁民主联盟	Frente Unida para a Democracia contra a Ditadura
寶貝計劃	Bo bui gai wak
汉服	Hanfu
中山陵	Mausoléu de Sun Yat-sen
巴黎大区高速铁路B线	Linha B do RER
富劳里友半岛	Península de Fleurieu
Wikipedia:维基大典	Wikipédia em chinês clássico
凡合乃从	Vernaison
法朗 (泰语)	Farang
Simon Crean	Simon Crean
空堤区 (曼谷)	Khlong Toei
分类:德国	Categoria:Alemanha
分类:意大利	Categoria:Itália
分类:美国	Categoria:Estados Unidos
分类:俄罗斯	Categoria:Rússia
分类:英国	Categoria:Reino Unido
分类:西班牙	Categoria:Espanha
分类:中国	Categoria:China
分类:日本	Categoria:Japão
分类:澳大利亚	Categoria:Austrália
分类:墨西哥	Categoria:México
分类:印度	Categoria:Índia
分类:阿根廷	Categoria:Argentina
毛宁吞半岛	Península de Mornington
火•1996 (电影)	Fire (filme)
富国国际机场	Aeroporto Internacional Phu Quoc
巴黎大区高速铁路D线	Linha D do RER
黄塔寺	Wat Chedi Luang
分类:印度尼西亚	Categoria:Indonésia
分类:乃特朗特	Categoria:Países Baixos
分类:新加坡	Categoria:Singapura
分类:韩国	Categoria:Coreia do Sul
分类:泰国	Categoria:Tailândia
分类:越南	Categoria:Vietname
分类:哺乳动物	Categoria:Mamíferos
分类:植物	Categoria:Plantas
分类:物理	Categoria:Física
分类:生物学	Categoria:Biologia
分类:化学	Categoria:Química
分类:历史	Categoria:História
分类:地理	Categoria:Geografia
分类:社会	Categoria:Sociedade
分类:宗教	Categoria:Religião
分类:体育运动	Categoria:Desportos
分类:科学	Categoria:Ciência
分类:电影	Categoria:Cinema
分类:建筑物	Categoria:Construções
澳洲人报	The Australian
拉脱卜大学	Universidade La Trobe
中国宗教	Religião na China
IPCC第4趟评价报告书	Quarto Relatório de Avaliação do Painel Intergovernamental sobre Mudanças Climáticas
国际规则足球	Futebol de regras internacionais
澳大利亚国家档案库	National Archives of Australia
Newsarama	Newsarama
涂改液	Corretivo líquido
神舟十号	Shenzhou 10
巴士底獄	Bastilha
泰国足球联赛	Campeonato Tailandês de Futebol
官恩娜	Ella Koon
隆汉湖 (泰国)	Lago Nong Han
美马宽子	Hiroko Mima
生肖	Horóscopo chinês
中国人口	Demografia da República Popular da China
分类:消歧义	Categoria:Desambiguação
分类:佛教	Categoria:Budismo
分类:基督教	Categoria:Cristianismo
分类:伊斯兰教	Categoria:Islamismo
包恩滴 娜去隆佳诺克	Porntip Nakhirunkanok
华东师范大学	East China Normal University
运动员	Atleta
澳大利亚人口	Demografia da Austrália
Poise	Poise
十月围城	Bodyguards & Assassins
吴	Wu
女阴	Vulva
麦乳精	Leite maltado
2009年新年伊卜拉欣·亚嘞·马卡得纳清真寺拔轰炸	Ataque contra a mesquita Ibrahim al-Maqadna em 2009
Teratai Prima	MV Teratai Prima
容祖儿	Joey Yung
国民报 (泰国)	The Nation (Tailândia)
麦西·芒芝	Maxi Mounds
Bochotnica	Bochotnica
堤岸 (越南)	Cholon
隆宾尼拳场	Lumpinee Boxing Stadium
剑桥高级英语证书	Certificate in Advanced English
威廉·艾米斯	Willie Aames
抗心绞痛药	Antianginoso
Comme si de rien n'était (专辑)	Comme si de rien n'était
斯维斯(Switzerland) 勒欧罗维竞唱歌比赛表现:年份 2008	Suíça no Festival Eurovisão da Canção 2008
选美	Concurso de beleza
卡滴二	Louis Cartier
