非洲	África
Fà-thi̍t Thit-sṳ-nì Kûng-sṳ̂	The Walt Disney Company
Thot-yong Fu̍t-thông Fu̍t-son	Ácido desoxirribonucleico
Khiô	Beringela
Siet	Neve
Â-pâ	Pai
Fûn	Minuto
Yù-thai Chhṳ-chhṳ-chû	Oblast Autônomo Judaico
Ngò-lò-sṳ̂-ngî	Língua russa
Tûng-nàm-â Koet-kâ Lièn-mèn	Associação de Nações do Sudeste Asiático
Sakhalin-chû	Oblast de Sacalina
Mien-pâu	Pão
Sṳ-kie Mo-yi Chû-chṳt	Organização Mundial do Comércio
漢語	Língua chinesa
Se-pâu	Célula
Hiet-yi̍t	Sangue
Hi	Pulmão humano
Lò-mâ-nì-â-ngî	Língua romena
Pó-kâ-li-â-ngî	Língua búlgara
Magadan-chû	Oblast de Magadan
Chhṳ-yèn Khô-ho̍k	Ciências naturais
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin Delano Roosevelt
Thi-khiù Khô-ho̍k	Ciências da terra
Sa̍k-thèu	Rocha
Yùn	Nuvem
Kí-hò-ho̍k	Geometria
Tet-lu-kú-ngî	Língua telugu
Thai-hì-chhèn	Atmosfera
Kak-lû-kit-â-ngî	Língua georgiana
Kîn-chi-ho̍k	Economia
Pîn-kóng	Pangkal Pinang
漢字	Caracteres chineses
Sî-lî-ngì Sṳ-mû	Alfabeto cirílico
Lâ-tên sṳ-mû	Alfabeto latino
Vùn-ho̍k	Literatura
分類:Fap-koet	Categoria:França
分類:Yîm-ngo̍k	Categoria:Música
分類:Vùn-ho̍k	Categoria:Literatura
Fù-lì	Raposa
La̍p-pá	Trompete
Â-li̍t-sân-thai sâm-sṳ	Alexandre, o Grande
Kiûn-sṳ-thán-tên Yit-sṳ	Constantino
Set-lû-sṳ thai-ti	Ciro II
Vùn-mìn	Civilização
Kau-yuk	Educação
Kâ-thìn	Família
Nàm-ngìn	Homem
Fûn-yîn	Casamento
Kiûn-sṳ	Militar
Kâ-pî	Café
Ngiù-nen	Leite
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Asoka
香港	Hong Kong
Thai-yîn Ti-koet	Império Britânico
Sú-ngì	Seul
Kâm-nái-thit Koet-chi Kî-chhòng	Aeroporto Internacional John F. Kennedy
上海	Xangai
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	Aeroporto de Londres Heathrow
Lùn-tûn Kak-vet Kî-chhòng	Aeroporto de Londres Gatwick
Set-vì-li-â	Sevilha
Chhîn-chhèu	Dinastia Qing
Â-ngì-pâ-nì-â-ngî	Língua albanesa
Pâ-sṳ̂-khiet-ngî	Língua basca
Â-lâ-kung-ngî	Língua aragonesa
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Língua arménia
Vû-khiet-làn-ngî	Língua ucraniana
Pâ-lùn-sî-â	Valência (Espanha)
Shuì-tién-ngî	Língua sueca
Tan-ma̍k-ngî	Língua dinamarquesa
Nò-vî-ngî	Língua norueguesa
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Wilhelm Leibniz
Tshia̍p-khiet-ngî	Língua tcheca
Sṳ̂-lo̍k-phat-khiet-ngî	Língua eslovaca
Sṳ̂-lo̍k-vì-nì-â-ngî	Língua eslovena
Hiûng-ngà-li-ngî	Língua húngara
Oi-sâ-nì-â-ngî	Língua estónia
Là-thot-vì-â-ngî	Língua letã
Li̍p-thâu-vón-ngî	Língua lituana
Pha̍k-ngò-lò-sṳ̂-ngî	Língua bielorrussa
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitri Mendeleiev
Ngièn-chṳ́	Átomo
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Língua grega
Oi-ngì-làn-ngî	Língua irlandesa
Pô-sṳ̂-ngî	Língua persa
Chûng-kau	Religião
Chêu-sién-ngî	Língua coreana
Chhóng-sṳ-ki	Gênesis
Kóng-tûng-fa	Cantonês
Chhut-âi-khi̍p-ki	Livro do Êxodo
Ye̍t-nàm-ngî	Língua vietnamita
Pó-lò	Paulo de Tarso
Kô-mièn-ngî	Língua khmer
Thai-ngî	Língua tailandesa
Mâ-lòi-ngî	Língua malaia
Yin-nì-ngî	Língua indonésia
Mùng-kú-ngî	Língua mongol
Hâ-sat-khiet-ngî	Língua cazaque
Vû-tsṳ̂-phe̍t-khiet-ngî	Língua uzbeque
Thú-khù-màn-ngî	Língua turcomena
Yù-thai-kau	Judaísmo
Hî-pak-lói-ngî	Língua hebraica
Â-set-pai-kiông-ngî	Língua azeri
Mâ-khì-tun-ngî	Língua macedônia
Set-ngì-vì-â-ngî	Língua sérvia
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Língua servo-croata
Pô-sṳ-nì-â-ngî	Língua bósnia
Kâ-lî-sî-â-ngî	Língua galega
Vî-ngì-sṳ̂-ngî	Língua galesa
Sû-kak-làn Koi-ngì-ngî	Língua gaélica escocesa
Siak-khiet-kau	Sikhismo
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Lao Zi
Kôn-chhóng	Fígado
Shìn	Rim
Thu-é	Coelho
Sṳ̀n-kîn Ne-thúng	Sistema nervoso
Sîm-lî-ho̍k	Psicologia
Sṳt-kâ-mèu-nì	Sidarta Gautama
Mâ-tên Lu-tet	Martinho Lutero
Yî-kâ	Confucionismo
Thiên-chú-kau	Igreja Católica
Tho-kau	Taoismo
Chit-siói	Medula espinhal
Sa̍t	Língua
Yî-tshóng	Pâncreas
Hèu-thèu	Laringe
Fuk-khiet-làn khiùn-tó	Ilhas Malvinas
Vàng-kak-mo̍k	Músculo diafragma
Lân-mî	Apêndice cecal
Elizabeth Ngi-sṳ	Isabel II do Reino Unido
Thòng-chhèu	Dinastia Tang
John F. Kennedy	John F. Kennedy
Mìn-chhèu	Dinastia Ming
Dwight D. Eisenhower	Dwight D. Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Saragoça
Kîm Tsang-ngit	Kim Jong-il
Ngièn-su Chû-khì-péu	Tabela periódica
Chû-su̍k	Sus
Mariano Rajoy	Mariano Rajoy
Se-khiûn	Bactéria
Phù-thò	Uva
Phûng-thòng	Mel
Thông	Açúcar
Vòng-theu	Soja
Kûng-chhàng-ho̍k	Engenharia
Vùn-fa	Cultura
Fan-vun	Sânscrito
Sùn-fàn Hì-thúng	Sistema circulatório
Sôn	Ácido
Yî-ho̍k	Medicina
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center
Hâ Màn-hâ-tun	Lower Manhattan
Yàm	Sal de cozinha
分類:Pâ-sî	Categoria:Brasil
Màn-hâ-tun	Manhattan
Ngièn-su	Elemento (química)
Kâ-suk-thu	Aceleração
Li̍t	Força
Kú	Tambor
Tsṳt-liông	Massa
Thien-yáng	Filme
Kîm-su̍k	Metal
Nùng-ngia̍p	Agricultura
Sâng-yîm	Som
Sṳ̀-kiên	Tempo
Mien-chit	Área
Kûng-kîn	Quilograma
Kûng-tshak	Metro
Miéu	Segundo
Pâu-siuk	Milho
Kûng-sṳ̂n	Litro
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Sudeste Asiático
Tshùng-khin	Chongqing
Thiên-tsîn	Tianjin
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Grécia Antiga
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca
Tychy	Tychy
El Masnou	El Masnou
Pu-lie̍t-thap-nì-ngî	Língua bretã
Lóng	Surdez
Chhi̍t-phiang	Doença
Khien-không	Saúde
Sok-lî-â	Sória
Màn-tó-ngî	Língua manesa
Chhiâng-môi-su	Penicilina
Nantes	Nantes
Pot-thâm-fó	Tuberculose
Mà-chiông	Mahjong
模板:Location map Taiwan	Predefinição:Mapa de localização/Taiwan
Detroit	Detroit
Van-lî Tshòng-sàng	Muralha da China
Gard-sén	Gard
Gers-sén	Gers
Sông Garonne-sén	Alto Garona
Sṳ̀n-sṳn Lò-mâ Ti-koet	Sacro Império Romano-Germânico
Ille-et-Vilaine-sén	Ille-et-Vilaine
Isère-sén	Isère
Chûng-kau Kói-kiet	Reforma Protestante
Sông Loire-sén	Haute-Loire
Lot-sén	Lot (departamento)
Lozère-sén	Lozère
Maine-et-Loire-sén	Maine-et-Loire
Nì-pu-kap-nì-sat ngi-sṳ	Nabucodonosor II
Mayenne-sén	Mayenne (departamento)
Morbihan-sén	Morbihan
Nièvre-sén	Nièvre
Nord-sén	Norte (departamento)
Calais Hói-hia̍p-sén	Passo de Calais (departamento)
Puy-de-Dôme-sén	Puy-de-Dôme
Sông Pyrénées-sén	Altos Pirineus
Pyrénées-Orientales-sén	Pirineus Orientais
Hâ Rhin-sén	Baixo Reno
Sông Rhin-sén	Alto Reno
Saône-et-Loire-sén	Saône-et-Loire
Sarthe-sén	Sarthe
Sông Savoie-sén	Alta Saboia
Tarn-sén	Tarn
Tarn-et-Garonne-sén	Tarn-et-Garonne
Var-sén	Var (departamento)
Vaucluse-sén	Vaucluse
Vendée-sén	Vendeia
Yonne-sén	Yonne
Yî-pí-li-â Pan-tó	Península Ibérica
Lai-kî	Litchi chinensis
Yâ-è	Coqueiro
Sa̍k-liù	Romã
Chong-fa	Língua zhuang
Sông-sok-pu-ngî	Alto sorábio
Na̍p-ngá-thi̍t-ngî	Língua náuatle
Mí-nàm-kâ-pó-ngî	Língua minangkabau
Mirandés-ngî	Língua mirandesa
Harvard Thai-ho̍k	Universidade Harvard
Néu-yok Chṳn-khèn Kâu-yi-só	New York Stock Exchange
Lie̍t-yî-tha̍t-sén	Lérida (província)
Â-lâ-pak-ngî	Língua árabe
Kiú-chiu	Kyushu
Si-koet	Shikoku
O-khiet-ngî	Língua occitana
Nàm-fî Hò-làn-ngî	Língua africâner
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-hyun
Kâ Mà-chiok	Pardal-doméstico
澳門	Macau
Suhl	Suhl
Mühlhausen	Mühlhausen (Turíngia)
Sâ-thièn-khî	Sha Tin (distrito)
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Girafa
Phì-âi-mùng-thi̍t-ngî	Língua piemontesa
Thap-là-kô-na̍p	Tarragona
Provence-Alpes-Côte d'Azur	Provença-Alpes-Costa Azul
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Guangdong
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	O Senhor dos Anéis
Borredà	Borredà
Castellar de n'Hug	Castellar de n'Hug
Hiông-kóng Thai-ho̍k	Universidade de Hong Kong
Badajoz	Badajoz
Lu̍k-yì-tó-yen	Kagoshima
Kiok	Pé
Sit-thit	Lagartos
Altenburg	Altemburgo
Kiên	Ombro
Midi-Pyrénées	Midi-Pirinéus
模板:Link FA	Predefinição:Link FA
Wikipedia:Chhâm-siòng	Wikipédia:Esplanada
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Cantão (China)
Chiông Kie-sa̍k	Chiang Kai-shek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nanquim
Phiang-yèn	Hospital
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Norte-Passo de Calais
Pays de la Loire	País do Loire
Languedoc-Roussillon	Languedoque-Rossilhão
Thiap-sat-lò-nì-kâ	Salonica
西藏自治區	Região Autônoma do Tibete
Hàng-thung Thien-fa	Telefone celular
Thò-niâu	Avestruz
Manchester	Manchester
Pu-lû-khiet-lìm	Brooklyn
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Lobo
Mâ-lòi Pan-tó	Península da Malásia
Sîn-yok Sṳn-kîn	Novo Testamento
9	Nove
Zung-gok Thaai-liuk	China continental
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Bien Hoa
Hiông-kóng-tó	Ilha de Hong Kong
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podolsk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Partido Independentista Portorriquenho
Lì-è	Equus africanus asinus
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Antigo Testamento
Sṳn-tan-chiet	Natal
Lò-màn Ngî-chhu̍k	Línguas românicas
Sâm-kok-hìn	Triângulo
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Línguas indo-europeias
Breinigerberg	Breinigerberg
Lo-fú	Tigre
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos da Espanha
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Samsung
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi
Sṳ̂-khâm-tit-nâ-vì-â	Escandinávia
Fu̍k-fa̍t-chiet	Páscoa
Thien-nó Khô-ho̍k	Ciência da computação
Koet-chi Yîm-phiêu	Alfabeto fonético internacional
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Universidade de Princeton
Fôn-hìn-muk	Ciconiiformes
Chhṳ̀n Súi-pién	Chen Shui-bian
台灣	Ilha Formosa
Chṳ-fi-hîn Sú-kî	Smartphone
Sa̍k-yù	Petróleo
Hài-è	Sapato
Ngiùn-hòng	Banco
Ngièn-lun Chhṳ-yù	Liberdade de expressão
Oi-ngì-làn	Irlanda (ilha)
Cheshire	Cheshire
Cumbria	Cúmbria
Lancashire	Lancashire
Northumberland	Northumberland
Tyne and Wear	Tyne and Wear
County Durham	Condado de Durham
Pet Yorkshire	North Yorkshire
Lincolnshire	Lincolnshire
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland
Lû-sùn	Lu Xun (escritor)
Northamptonshire	Northamptonshire
Devon	Devon
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire
Hampshire	Hampshire
Buckinghamshire	Buckinghamshire
Surrey	Surrey
West Sussex	West Sussex
East Sussex	East Sussex
Kent	Kent
Thai Lùn-tûn	Grande Londres
7	Sete
8	Oito
Lu̍k-é	Cervidae
Pên	Gelo
Chú ke Khì-tó-vùn	Pai Nosso
Ngìn-lui-ho̍k	Antropologia
Fùng-hói	Mar Vermelho
Oi-tên-páu	Edimburgo
Pha̍k-set	Branco
Marseille	Marselha
Thai-chhûng-thèu	Cebola
6	Seis
Kôn-fông ngî-ngièn	Língua oficial
Kháu-kú-ho̍k	Arqueologia
George H. W. Bush	George H. W. Bush
Pâ-ngì-kòn pan-tó	Bálcãs
Dmitry Medvedev	Dmitri Medvedev
Entrena	Entrena
Sîn-kau	Protestantismo
Selena	Selena
Mî-koet Thai-khûng Chúng-shu	NASA
Thai Put-lie̍t-tiên-tó	Grã-Bretanha
Pâ-le̍t-sṳ̂-thán	Palestina
10	Dez
Lila Downs	Lila Downs
Lia̍p-pau	Acinonyx jubatus
Liverpool	Liverpool
Bremen	Bremen
Sîn Nò-vî-ngî	Língua nova norueguesa
Meu-thèu-tiâu	Strigiformes
Sṳ̀	Hora
Fap-lò-ngî	Língua feroesa
Kîm-eu-sṳ	Cà Mau (cidade)
Meu-khô	Felidae
Koet-chi Thai-khûng Chhàm	Estação Espacial Internacional
Tà-la-sṳ	Da Lat
Tat-tat-ngî	Língua tártara
Tshûng-liông	Peso
Tsûng-su	Tamareira
Fan-tshiet-sṳ	Phan Thiet
Sî Fut-lî-sî-ngî	Língua frísia
Séu Vòng-chṳ́	Le Petit Prince
Phiàng-fông kûng-tshak	Metro quadrado
Fó-yam-chhùng	Vaga-lume
Li̍p-fông kûng-tshak	Metro cúbico
Fàn-chiet-thûng-vu̍t-mùn	Anelídeo
Chhú-khô	Muridae
Lû-sêm-nì-â-ngî	Língua rusyn
Ede (Hò-làn)	Ede
Fú-kîn	Orca
Liû-khiù-koet	Reino de Ryukyu
Â-mê-ha̍p-lâ-ngî	Língua amárica
蝠婆	Morcego
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Huangdi
Tiau-ǹg-thòi Lie̍t-yí	Ilhas Senkaku
Khiung-fò-tóng (Mî-koet)	Partido Republicano (Estados Unidos)
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Língua asturiana
中國	China (civilização)
O-thi-li Pâ-vî-li-â-ngî	Língua bávara
Mìn-chú-tóng (Mî-koet)	Partido Democrata (Estados Unidos)
Sàng-tû-sṳ	Chengdu
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Estremenho
Séu-su mìn-chhu̍k	Minoria
Pô-lòi-kú	Pleiku
Â-ha̍p-sṳ̂-vòng	Acaz
Yî-liàu Ví-sâng	Assistência médica
Khiet-là-khô-fû	Cracóvia
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Aeroporto Internacional de Pequim
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Tomografia computadorizada
Vî-nî-sṳ̂-ngî	Língua vêneta
Vì-phú-sêm-ngî	Língua vepes
Fu̍t-lò-ngî	Língua võro
Pân-mâ	Zebra
Valery Leontiev	Valery Leontiev
Khô-sî-kâ-ngî	Língua corsa
Sùn-tho-chûng	Igreja Metodista
Suk-vú-ngî	Língua cebuana
Chavacano-ngî	Língua chavacana
Tha̍t-lò-phî-thû Ngî-hì	Línguas dravídicas
Pet-nèn-sṳ	Bac Ninh (cidade)
Liùng-chhôn-sṳ	Long Xuyen
Fut-liù-li-ngî	Língua friulana
Pâng-mî-tsuk	Buon Ma Thuot
Kàm-ngî	Chinês gan
Pok-vu̍t-kón	Museu
Yin-thu Yî-lóng Ngî-chhu̍k	Línguas indo-iranianas
Thai-yùng-meu	Ailuropoda melanoleuca
Kalmyk-ngî	Língua calmuca
Mân-ngî	Língua manchu
Kû-li̍p ngî-ngièn	Língua isolada
Kit-là-kî-ngî	Língua gilaki
Khà-sû-pí-ngî	Língua cassúbia
Karachay-Balkar-ngî	Língua carachaio-bálcara
Lùn-pâ-tí-ngî	Língua lombarda
Sú	Mão
Thu fú	Du Fu
Maranao-ngî	Língua maranao
O-lî-â-ngî	Língua oriá
Ngìn-khiéu	População
Nò-man-thi-ngî	Língua normanda
Pâng-â-sî-nâm-ngî	Língua pangasinesa
Pet-sat-mí-ngî	Língua sami setentrional
O-set-thôi-ngî	Língua osseta
Sî-sî-lî-ngî	Língua siciliana
Sat-tên-nî-â-ngî	Língua sarda
Nì-ngá-ngì-ngî	Língua neuari
Valparaíso	Valparaíso (Chile)
Yên-yèn	Ator
Thap-kâ-lo̍k-ngî	Língua tagalo
Thùng	Bronze
Tausūg-ngî	Língua tausug
Vlaams-ngî	Língua flamenga
Fà-liùng-ngî	Língua valona
Sú-ngî	Língua de sinais
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Língua tibetana
Ngá-shuì-ngá-shuì-ngî	Língua waray-waray
N̂g-ngî	Língua wu
Woodrow Wilson	Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	Universidade de Oxford
Sú-tsṳ́	Dedo
Sṳ̍p-thiàu Kie-min	Dez Mandamentos
Yok-hon-nì-sṳ̂-páu	Joanesburgo
Kî-tuk Kau-fi	Igreja
Pau-é	Leopardo
Sîn-kiông	Xinjiang
Muk-kôa	Mamão
Pu-lî-sṳ̂-pân	Brisbane
Â-mî-ngî	Língua amis
Vî-liâm Lùn-khìm	Wilhelm Conrad Röntgen
Chû-chhèu	Dinastia Zhou
Ido-ngî	Língua ido
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Casa Branca
Tha̍t-mâ-thai-ngî	Língua dálmata
Tat-tat-chhu̍k	Tártaros
Thai-fán-sṳ	Osaka (cidade)
Kiam-khiâu Thai-ho̍k	Universidade de Cambridge
Kûng-khín	Hectare
Sé-lî	Batismo
Pông-hâ	Asma
Chuk	Bambu
Fù Tsṳ-mìn	Ho Chi Minh
Thièn-piên-fú	Dien Bien Phu
Khûn-sṳ-làn-chû	Queensland
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li-kú-lî-â-ngî	Língua lígure
Phô-lò-chû	Bornéu
Khà-phién-phién-kâm-ngî	Língua kapampangan
Vù-fâ-kó	Figueira-comum
Sun-fa-sṳ	Huế
Tshòng-thu	Comprimento
Sṳ̂-chhù-chṳ̂-lu	Rota da Seda
Mô-li-ngî	Língua maori
Mên-tûng-ngî	Língua min oriental
Tô-se-pâu sâng-vu̍t	Organismo multicelular
Mên-nàm-ngî	Min Nan
Tshiên-ngièn	Milênio
Ho̍k-miàng	Nomenclatura binomial
Vì-tô-li-â-chû	Vitória (Austrália)
Chong-chhu̍k	Zhuang (etnia)
Sông-hói-fa	Dialeto xangainês
Pet-kông	Bac Giang (cidade)
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Yok-hon-fuk-yîm	Evangelho segundo João
William Vòng-chṳ́	Guilherme, Duque de Cambridge
Kâm-tsà	Cana-de-açúcar
Chhṳ̀n Kóng-sâng	Jackie Chan
12	Doze
Vok-là-phú-khiet-ngî	Língua volapuque
Toshiro Mifune	Toshiro Mifune
Kám-lám-su	Oliveira
Só-lò-mùn-vòng	Salomão
O-khiet-làn	Auckland
Chhṳ̍t-sien	Reta
11	Onze
13	Treze
Sûn-chṳ́	Sun Tzu
Sṳn-lìn	Espírito Santo
Lû-pu-lìm	Lublin
Thì-thèu	Amendoim
100	Cem
Tshit-thèu	Joelho
Tô-piên-hìn	Polígono
Nàm Chûng-koet Hói	Mar da China Meridional
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Camaleão
Bloemfontein	Bloemfontein
Ngiam-set-thí	Cromossomo
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Rangum
Ma̍k-tông-lò Kûng-sṳ̂	McDonald's
1000000	Milhão
Meu-miàng-sṳ	Chaozhou
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Hemisfério norte
Ló-chhú	Mus
Thí-tsit	Volume
Het-tsṳ̂	Hertz
Pak-pân-khiet	Burbank (Califórnia)
Sien-lia̍p-thí	Mitocôndria
Yî-sên	Médico
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Macroeconomia
Ágreda	Ágreda
Lu-kâ-fuk-yîm	Evangelho segundo Lucas
Sîn Kí-nui-â	Nova Guiné
Sṳ́-thù-hàng-chhon	Atos dos Apóstolos
Mô-hái	Caranguejo
PH	PH
Khì-tó	Oração
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Chungcheong do Norte
Chûng-chhîn Nàm-tho	Chungcheong do Sul
Kông-ngièn-tho (Hôn-koet)	Gangwon
Nui Mùng-kú	Mongólia Interior
Kîm Ngit-sṳ̀n	Kim Il-sung
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	David
Li-vi-ki	Levítico
Sṳ̂-thán-fuk Thai-ho̍k	Universidade Stanford
Fuk-kian	Fujian
Kûng-khiet	Grama
Mùng-kú-tshu̍k	Mongóis
Khí-sṳ-liu̍k	Apocalipse
Kô-yòng-sṳ	Goyang
Kóng-chû-sṳ (Hôn-koet)	Gwangju (Gyeonggi)
Kiú-lî-sṳ	Guri
Fu-chhôn-sṳ	Bucheon
Sàng-nàm-sṳ	Seongnam
Ôn-sân-sṳ	Ansan (Coreia do Sul)
Ôn-yông-sṳ	Anyang (Coreia do Sul)
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
Chhûn-chhôn-sṳ	Chuncheon
Thai-pha̍k-sṳ	Taebaek
Po-chû-sṳ	Paju
Buckingham Kiûng	Palácio de Buckingham
Hói-nàm	Hainan
Yén-tûng	Extremo Oriente
Ngiên-kiu	Pesquisa
Kâm-suk	Gansu
Pha̍k Se-pâu	Leucócito
York	Iorque
Tsiú	Cotovelo
Sṳ̂n-min-ki	Deuteronômio
Sû-chû-sṳ	Suzhou
Vûn-chû-sṳ	Wenzhou
Windsor Sàng-páu	Castelo de Windsor
Hòn-chhu̍k	Han (etnia)
Nèn-pô-sṳ	Ningbo
Tet-koet-ngìn	Alemães
Ko-men	Alergia
Fù-khì	Sanguessuga
Kîm-yùng	Finanças
1000	Mil
Mìn-su-ki	Livro dos Números
Liu̍k Khiet-vùn	Kevin Rudd
Ngo̍k-ǹg	Crocodilo
Yùn-nàm	Yunnan
Vû-â	Corvo
Plymouth	Plymouth (Devon)
Sân-tûng	Shandong
Pí	Braço
Derby-sṳ	Derby (Derbyshire)
Thàn-khîn Fa-ha̍p-vu̍t	Hidrocarboneto
Hò-nàm	Henan
Montehermoso	Montehermoso
Liâu-nèn	Liaoning
El Cid	O Cid
Jim Morrison	Jim Morrison
Kóng-khiéu	Porto (transporte)
Thòi-vân Thò-yèn Koet-chi Kî-chhòng	Aeroporto Internacional Chiang Kai-shek
Kit-lìm	Jilin
Fù-nàm	Hunan
Chhiâng-hói	Qinghai
Vì-ngâ-ngì-tshu̍k	Uigures
Rhône-sén	Ródano (departamento)
Koet-kâ Kûng-yèn	Parque nacional
Pâ-lì Charles-de-Gaulle Koet-chi Kî-chhòng	Aeroporto de Paris-Charles de Gaulle
Chṳ̂-sán	Ativo
O-le̍t-liòng	Aureliano
Fù-pet	Hubei
Sân-sî	Shanxi
Hòng-khûng Kûng-sṳ̂	Linha aérea
Hò-khiéu-vân	Estuário
Chûng-set	Marrom
Kui-chû	Guizhou
Chûng-khi Sṳ̀n-kîn Ne-thúng	Sistema nervoso central
Yî-fut-só	Éfeso
Ôn-tha̍t-màn Hói	Mar de Andamão
Yok-sû-â-ki	Livro de Josué
Sî-pet Yîn-kak-làn	Noroeste da Inglaterra
Shám-sî-sén	Shaanxi
Tûng-pet Yîn-kak-làn	Nordeste da Inglaterra
Tûng Midlands	Midlands Orientais
Tûng Yîn-kak-làn	Leste da Inglaterra
Tûng-nàm Yîn-kak-làn	Sudeste da Inglaterra
Sî-nàm Yîn-kak-làn	Sudoeste da Inglaterra
模板:Commonscat	Predefinição:Commonscat
Sî Midlands	Midlands Ocidentais
Yorkshire lâu Humber	Yorkshire e Humber
Kòn Se-pâu	Célula-tronco
Lò-mâ-sû	Epístola aos Romanos
Mâ-liuk-kap Hói-hia̍p	Estreito de Malaca
Yù-thai Vòng-koet	Reino de Judá
Mî-koet Pha̍k-ngìn	Americanos brancos
Fî-yí Mî-koet Het-ngìn	Afro-americano
Mà-sat-chû-set Lî-kûng Ho̍k-yen	Instituto de Tecnologia de Massachusetts
Pô-sṳ-tun Thai-ho̍k	Universidade de Boston
Yâ-lû Thai-ho̍k	Universidade Yale
Nàm-pet-chêu	Dinastias do Norte e do Sul
Fûn-lî	Boda
Pan Chúng-thúng-chṳ	Semipresidencialismo
Siong-yòng-khiùn	Yangyang
Vàng-sàng-khiùn	Hoengseong
Ên-phìn-sṳ	Eunpyeong-gu
Fî-li̍p-pí-sû	Epístola aos Filipenses
Thiên-koet Pat-fuk	Bem-aventuranças
Mî-koet Lièn-pâng Chún-phi Ne-thúng	Sistema de Reserva Federal dos Estados Unidos
Kúai-é	Anura
Hâ Sî-lî-sî-â-sén	Voivodia da Baixa Silésia
Khù-â-vì - Pô-mî-là-nì-â-sén	Voivodia da Cujávia-Pomerânia
Lû-pu-lìm-sén	Voivodia de Lublin
Lû-pu-sṳ̂-khà-sén	Voivodia da Lubúsquia
Lò-tsṳ-sén	Voivodia de Łódź
