非洲	África
Séu Pô-làn-sén	Voivodia da Pequena Polónia
Mâ-tsó-fû-sá-sén	Voivodia da Mazóvia
O-pô-lòi-sén	Voivodia de Opole
Khak-ngì-pâ-yèn-sân-sén	Voivodia da Subcarpácia
Pô-tet-là-chhia-sén	Voivodia da Podláquia
Pô-mî-là-nì-â-sén	Voivodia da Pomerânia
Sî-lî-sî-â-sén	Voivodia da Silésia
Sṳn-sṳ̍p-sṳ-sén	Voivodia de Santa Cruz
Sî Pô-mî-là-nì-â-sén	Voivodia da Pomerânia Ocidental
Pâ-lùn-sî-â-sén	Valência (província)
Sat-là-kô-sat-sén	Saragoça (província)
Vùi-sṳ̂-khà-sén	Huesca (província)
Sok-lî-â-sén	Sória (província)
Hien-thoi Khì-chhâ	Hyundai Motor Company
Kîm Tsang-ên	Kim Jong-un
Phû-sien-ngî	Língua putian
Kông-sî	Jiangxi
Wernher von Braun	Wernher von Braun
Nèn-ha	Ningxia
Lí Hién-liùng	Lee Hsien Loong
Phòng-châ-phú-ngî	Língua panjabi
Phú-sṳ̍p-thok-ngî	Língua pachto
Yâ-chû	Javali
Chû-hói-sṳ	Zhuhai
Sân-thèu-sṳ	Shantou
Shâu-kûan-sṳ	Shaoguan
Kông-mùn-sṳ	Jiangmen
Chhám-kông-sṳ	Zhanjiang
Shàu-khin-sṳ	Zhaoqing
Fi-chiu-sṳ	Huizhou
Mòi-chiu-sṳ	Meizhou
San-mî-sṳ	Shanwei
Tûng-kôn-sṳ	Dongguan
Chûng-sân-sṳ	Zhongshan
Thiên-tén-yen	Condado de Tiandeng
Liùng-chiu-yen	Condado de Longzhou
Nèn-mìn-yen	Condado de Ningming
Thai-sîn-yen	Condado de Daxin
Mâ-liuk-kap-sṳ	Malaca (cidade)
Khiâu-chhṳ-sṳ	George Town (Penang)
IPhone 5	IPhone 5
Sṳn-chhôn-lî	Eucaristia
Fuk-chiu-sṳ	Fucheu
Nàm-phìn-sṳ	Nanping
Phû-thièn-sṳ	Putian
Sâm-mìn-sṳ	Sanming
Tshièn-chiu-sṳ	Quanzhou
Hà-mûn-sṳ	Xiamen
Chông-chiu-sṳ	Zhangzhou
Liùng-ngâm-sṳ	Longyan
Sî-pak-li-â Fú	Tigre-siberiano
Thiên-ngô-yen	Condado de Tian'e
Nàm-tan-yen	Condado de Nandan
Fung-sân-yen	Condado de Fengshan
Tûng-làn-yen	Condado de Donglan
Pat-tet-sṳ	Bade
Nó	Encéfalo
Thông Ngiâ-mong	Johann Adam Schall von Bell
Yáng-chhiong Chín-thôn-ho̍k	Radiologia
Rumia	Rumia
Kluczbork	Kluczbork
La̍p-tsuk	Vela
Hiet-chiong	Plasma (sangue)
Southampton	Southampton
Lu-tet-ki	Livro de Rute
Hâ-sat-khiet-chhu̍k	Cazaques
Yòng-mî	Libélula
Chit-fûn-ho̍k	Integral
Kô-lìm-tô-chhièn-sû	Primeira Epístola aos Coríntios
Sî-pân-ngà Ti-koet	Império Espanhol
Sṳ-sṳ̂-ki	Livro dos Juízes
Po-lîn-chhòi	Espinafre
Pâ-set-lò-nâ-sén	Barcelona (província)
Liuk-piên-hìn	Hexágono
Thòi-pet 101	Taipei 101
Lùn-tûn Thap-khiâu	Tower Bridge
Luì-kûng	Trovão
Siù-li Yún-kòn-sien-chhùng	Caenorhabditis elegans
O-pô-lòi	Opole
Sopot	Sopot
Â-sṳ̂-thù-lî-â-sṳ̂-sén Chhṳ̍t-hot-sṳ	Lista de municípios das Astúrias
Kám-lám-yù	Azeite
Chim-sin-fi	Igreja Batista
Lie̍t-yî-tha̍t-sén Chhṳ̍t-hot-sṳ	Lista de municípios de Lérida
Set-vì-li-â-sén	Sevilha (província)
Thap-là-kô-na̍p-sén	Tarragona (província)
Provence-sén	Provença
Kî-hài Kûng-chhàng	Engenharia mecânica
Apeldoorn	Apeldoorn
Lìm-pó-ngî	Língua limburguesa
Khái-ngì-chhái	Kielce
Bytom	Bytom
Ôn-sit-ngit	Shabat
Khìm-sṳ̂-thok-khok-ngá	Częstochowa
Zabrze	Zabrze
Ôn-sit-ngit-fi	Igreja Adventista do Sétimo Dia
Jean Michel Jarre	Jean Michel Jarre
Thai Pô-làn Thi-khî Kô-yî-fû	Gorzów Wielkopolski
Là-tô-mê	Radom
Lo̍k-chham-ki-yen	Condado de Los Angeles
Słupsk	Słupsk
Sosnowiec	Sosnowiec
Gliwice	Gliwice
Yo̍k-sṳ̂	Farmacêutico
Hi-kôn Yì-chhṳ̍t	Transplantação de órgãos
Pâ-lùn-sî-â-sén Chhṳ̍t-hot-sṳ	Lista de municípios de Valência
Bielsko-Biała	Bielsko-Biała
Rybnik	Rybnik
Tân-fu̍t Se-pâu	Monócito
Mâ-khó-fuk-yîm	Evangelho segundo Marcos
Ruda Śląska	Ruda Śląska
Yok-thán-vòng	Jotão de Judá
Nò-mí	Arroz glutinoso
Kîn-tû-fú	Quioto (província)
Thai-fán-fú	Osaka
Fuk-kông-yen	Fukuoka
Oi-yèn-yen	Ehime
Kô-lìm-tô-heu-sû	Segunda Epístola aos Coríntios
Khien-mî	Fisiculturismo
Chhùng-hièn	Minhoca
Port Elizabeth	Porto Elizabeth
Kimberley (Nàm-fî)	Kimberley (Cabo Setentrional)
Yok-sâ-fap-vòng	Josafat
Thòi-vân Hói-hia̍p	Estreito de Taiwan
Sî Khôi-phú-sén	Cabo Ocidental
Yamaguchi-yen	Yamaguchi
Khiâu-chhṳ Sâm-sṳ	Jorge III do Reino Unido
Chûng-koet Thi-fông	Região de Chugoku
Mî-koet Thu̍k-li̍p Siên-ngièn	Declaração da Independência dos Estados Unidos
Sâm-tshûng-yen	Mie
Yù-mu̍k mìn-chhu̍k	Nomadismo
Hiông-pak-su	Cedrus
Hî-pak-lòi-sû	Epístola aos Hebreus
Kâ-lâ-thai-sû	Epístola aos Gálatas
Màn-é	Anguilliformes
Sông-chhèu	Dinastia Shang
Thai-thúi	Coxa
Pîn-khù-yen	Hyōgo
Kiûng-khì-yen	Miyazaki
Yùng-pún-yen	Kumamoto
Stamford Raffles	Thomas Stamford Raffles
Sha̍m-é	Cigarra
Tûng Khôi-phú-sén	Cabo Oriental
Fap-koet Hòng-khûng	Air France
Lie̍t-vòng-ki-song	I Reis
Kô-lò-sî-sû	Epístola aos Colossenses
Ngâ-kok-sû	Epístola de Tiago
Yok-hon-yit-sû	Primeira Epístola de João
Fî-li-mùn-sû	Epístola a Filémon
Thiap-sat-lò-nì-kâ-heu-sû	Segunda Epístola aos Tessalonicenses
Thiap-sat-lò-nì-kâ-chhièn-sû	Primeira Epístola aos Tessalonicenses
Pí-tet-chhièn-sû	Primeira Epístola de Pedro
Thì-mô-thai-chhièn-sû	Primeira Epístola a Timóteo
Lí Kông-yeu	Lee Kuan Yew
Chṳ̂-kâ-kô Thai-ho̍k	Universidade de Chicago
Tsṳ̂-fo-yen	Shiga
Mu-nì-het Kî-chhòng	Aeroporto de Munique-Franz Josef Strauss
Yok-hon-ngi-sû	Segunda Epístola de João
Thì-mô-thai-heu-sû	Segunda Epístola a Timóteo
Thì-tô-sû	Epístola a Tito
Yî-sṳ̂-lâ-ki	Livro de Esdras
Nì-hî-mí-ki	Livro de Neemias
Pietersburg	Polokwane
Séu Pha̍k-Lù	Egretta garzetta
Chhòn-ngiam-phiang	Doença infecciosa
Kôn-yàm	Hepatite
Chhûn-chiet	Ano-novo chinês
Shinzō Abe	Shinzō Abe
Mpumalanga-sén	Mpumalanga
Pet Khôi-phú-sén	Cabo Setentrional
Tó-kîn-yen	Shimane
Kông-sân-yen	Okayama
Gauteng-sén	Gauteng
Thung-fûng	Gota (doença)
Thai-fûn-yen	Oita
Tiâu-tshí-yen	Tottori
Nùng-la̍k	Calendário chinês
Kô-tî-yen	Kōchi
Pha̍k-hèu	Difteria
Exeter	Exeter
Saint Lawrence-hò	Rio São Lourenço (América do Norte)
Limpopo-sén	Limpopo (África do Sul)
Kô-tén Kau-yuk	Ensino superior
Â-pí	Kota Kinabalu
Phok Kiún-fi	Park Geun-hye
Lévis	Lévis
Laval (Québec)	Laval (Quebec)
Charlemagne, Québec	Charlemagne (Québec)
Mâ-lòi Pô-lî-nì-sî-â Ngî-chhu̍k	Línguas malaio-polinésias
Fên-yòng-sṳ	Hengyang
Mân-chiu-tshu̍k	Manchu
Zambrów	Zambrów
Doetinchem	Doetinchem
Zamość	Zamość
Malbork	Malbork
Mì-chit-fûn-ho̍k	Cálculo
Ngo̍k-yòng-sṳ	Yueyang
BP	BP
Sú-thiàu	Batata frita
Kiok-tsṳ́	Artelho
Vî-liâm Â-li̍t-sân-thai (Hò-làn)	Guilherme Alexandre dos Países Baixos
Krasnystaw	Krasnystaw
Sî-kung-khî	Sai Kung (distrito)
Mâ-nâ-sî-vòng	Manassés de Judá
Kî-kîm-fi	Fundação (instituição)
A-hîn Kôn-yàm	Hepatite A
Yù-tsiâm-vong-khî	Yau Tsim Mong (distrito)
Fûng-sái	Caqui
Tshṳ̍t-tshòng	Reto
Chhṳ-yù Pâng-sén	Estado Livre
Tsó-fo-yen	Saga (província)
Tet-tó-yen	Tokushima
Sî-pân-ngà-ngìn	Espanhóis
Fu̍t-chhṳ̂ Khiung-chṳn Sṳ̀n-siong	Imagem por ressonância magnética
Hiông-tshon-yen	Kagawa
Reading, Berkshire	Reading
Kâ-chû Lî-kûng Ho̍k-yen	Instituto de Tecnologia da Califórnia
Vì-ngì-tshṳ-páu Thai-ho̍k	Universidade de Würzburgo
Êu-kí-lî-tet Kí-hò	Geometria euclidiana
Si̍t-kuk	Vale do Silício
Khiu Tha̍t-sîn	Thaksin Shinawatra
Kîm-kôa	Abóbora
Thai Sùn-thâ Khiùn-tó	Grandes Ilhas da Sonda
Doesburg	Doesburg
Sî-pet-sén	Noroeste (África do Sul)
Sien-thon	Segmento de reta
Vûn-tai	Clima temperado
Â-kûng	Avós
Thai-khi̍t-khièn	Tai chi chuan
Kiok-khwá	Tornozelo
Hò-làn Tâi-thi Sat-khiet-sùn-ngî	Baixo saxão
Pân-kiêu-é	Rola-comum
Tshòng-khì-yen	Nagasaki (província)
Hà-chhèu	Dinastia Xia
Chû-vì Sṳ̀n-kîn Ne-thúng	Sistema nervoso periférico
Lùn-tûn Thai-ho̍k	Universidade de Londres
Kip-sú	Série (matemática)
Nelspruit	Nelspruit
Sâ-là-ye̍t-chû	Sarawak
Â-chû Thai-phìn-yòng Kîn-tsi Ha̍p-tsok Fi-ngi	Cooperação Econômica Ásia-Pacífico
Kôan-chiet-yàm	Artrite
Montauban	Montauban
Chhòng-sâ-sṳ	Changsha
Thai Put-lie̍t-tiên lâu Oi-ngì-làn Lièn-ha̍p Vòng-koet	Reino Unido da Grã-Bretanha e Irlanda
Kiok-kiên	Calcanhar
Kûng-fûn	Centímetro
Lièn-ha̍p Hòng-khûng	United Airlines
Yen-thèu	Faringe
Hò-mí	Milímetro
Mì-mí	Micrómetro (unidade de medida)
Pâ-mâ Yâu-chhu̍k Chhṳ-chhṳ-yen	Condado Autônomo Yao de Bama
Khi̍t-han (Sú-ho̍k)	Limite
Theu-fú	Tofu
Phù-sat	Bodisatva
Chóng-ló Kau-fi	Presbiterianismo
Hien-thoi Veloster	Hyundai Veloster
Nai-mí	Nanómetro
Berlanga de Duero	Berlanga de Duero
Sâ-pâ-chû	Sabá (Malásia)
Nàm-nèn-sṳ	Nanning
Ngâ-li-ôn-ngìn	Arianos
Yù-sṳn-mî-thi Koet-kâ Kûng-yèn	Parque Nacional de Yosemite
Chhiâng-set	Ciano
Ho̍k-yen	Faculdade
Kô-hiùng-sṳ	Kaohsiung
Pet-mî Chhṳ-yù Mo-yi Hia̍p-ngi	Tratado Norte-Americano de Livre Comércio
Sû-kak-làn-ngìn	Escoceses
Rustenburg	Rustemburgo
Yù-fu̍t-chû	Johor
Ngò-lò-sṳ̂ Lièn-pâng Chhṳ̍t-hot-sṳ	Cidades Autônomas da Rússia
Fì-tshu̍k	Hui (povo)
Sha̍k-sṳ	Mestrado
Preston, Lancashire	Preston
Sî-tí-kâ-vòng	Zedequias
Sâm-koet	Três Reinos
Chhûn-chhiû Sṳ̀-khì	Período das Primaveras e Outonos
Chan-koet Sṳ̀-khì	Período dos Reinos Combatentes
Mâ-liuk-kap-chû	Malaca
Pietermaritzburg	Pietermaritzburg
Kit-làn-tan-chû	Kelantan
Tshông-tshu̍k	Tibetanos
Pîn-sàng-chû	Penang
Blackburn	Blackburn
Chûng-sin Pha̍k-hiet-khiû	Granulócito neutrófilo
Pâng-kâ-tó	Bangka
Phìn-chhông-khiùn	Pyeongchang
Thai-koet Koet-chi Hòng-khûng Kûng-sṳ̂	Thai Airways International
Thai Ngi̍t-pún Ti-koet	Império do Japão
Hiûng-nù	Xiongnu
Phit-li̍t-chû	Perak
Lùn-tûn Ti-koet Ho̍k-yen	Imperial College London
Kui-lìm-sṳ	Guilin
Siet-làn-ngô-chû	Selangor
Tui-kok-sien	Diagonais de um polígono
Fi-li-phi Liuk-sṳ	Filipe VI da Espanha
Kûng-tún	Tonelada
Phàng-hên-chû	Pahang
中國象棋	Xiangqi
Pit-sṳn-hak	Pizza Hut
Yim-suk Siáu-tsṳ́	Sonic the Hedgehog (personagem)
Ngo̍k-vûn-khiet-tshu̍k	Evenkis
Kiu-ên	Salvação
Nàm-kîn Thai-thù-sat	Massacre de Nanquim
Yún Chṳ-Hau	Yun Chi-ho
Phì-mí	Picômetro
Chûng-koet 2010-ngièn Sông-hói Sṳ-kie Pok-lám-fi	Expo 2010
Ngiù-ngiuk	Carne bovina
Carlisle, Cumbria	Carlisle
Sandomierz	Sandomierz
Ngit-tèu-kông	Luz solar
Khwon-kûan-tsiet	Quadril
Fûn-kî-hon-khiûn	Mycobacterium
Chàu-yòng-sṳ	Shaoyang
Hién-mì-kiang	Microscópio
Chông-kâ-kie-sṳ	Zhangjiajie
Chṳ Sṳ̀n-kûng	Koxinga
Chon-hiuk	Zhuanxu
Chu-chû-sṳ	Zhuzhou
Kûng-tshun	Decímetro
McGill Thai-ho̍k	Universidade McGill
Sâm-fòng Ńg-ti	Três Augustos e os Cinco Imperadores
Sanok	Sanok
Mâ-tshâ	Biga
Milton Keynes	Milton Keynes
Â-mî-tshu̍k	Amis (povo)
Ên-tién	Graça
Sṳ̀n-chhùng	Imago
Chang Thien-chṳ́ Fat-sa Kie-son-kî Thôn-chhèn Só-mèu	Tomografia por emissão de positrões
Przemyśl	Przemyśl
Chhiòn-khiû Sàng-sṳ	Cidade global
Pî-mí	Femtômetro
Burnley	Burnley
Tûng Lùn-tûn, Tûng Khôi-phú-sén	East London
Sat-mû-ngí-ki-ha	II Samuel
Li̍t-thoi-chṳ-ha	II Crônicas
Lie̍t-vòng-ki-ha	II Reis
Biała Podlaska	Biała Podlaska
Pet-hói-sṳ	Beihai
Mafikeng	Mafikeng
Mí-sâ-yên Khiùn-tó	Visayas
Lò-pô-ôn-vòng	Roboão
Slough	Slough
Thì-mô-thai	Timóteo de Éfeso
Chho̍k-sṳ̂-lia̍p	Centrómero
Tûng-hò, Néu-yok-sṳ	Rio East
Chhêu-fông-hìn	Hipercubo
Sêm-mî-làn-chû	Negeri Sembilan
Brzeg	Brzeg
Fidel Valdez Ramos	Fidel Valdez Ramos
Łomża	Łomża
Siong-thâm-sṳ	Xiangtan
Thûng-tshu̍k	Dong (etnia)
Pak-fo Kûng-sṳ̂	Loja de departamento
Thòi-vân Ngièn-tshu-mìn	Aborígenes de Taiwan
騷靈現象	Poltergeist
Outaouais	Outaouais
Kuî-é	Testudinata
Pak-sâ-sat	Belsazar
Tshièn-pí	Antebraço
Yî-set-lie̍t Vòng-koet	Reino de Israel
Tshòn-fì Yâ-lu-sat-lâng Yun-thung	Back To Jerusalem
Sîn-sân-sṳ	Johor Bahru
Khiu-kîm-sân Vân	Baía de São Francisco
Li Mâ-teu	Matteo Ricci
Tshài Yîn-vùn	Tsai Ing-wen
Chełm	Chełm
Pha̍k-ngìn	Brancos
Â-ha̍p-vòng	Acabe
Suwałki	Suwałki
Sî-làn-ngî	Zeêuws
Maidenhead	Maidenhead
Chû Khiet-lùn	Jay Chou
Winburg	Winburg
Kiú-liùng	Kowloon
Nâ-pô-nì-tha̍t	Nabonido
Ngie-mí-li-ôn Lò-mâ-nok-ngî	Língua emiliano-romanhola
Sîn-pet-sṳ	Nova Taipé
Hî-sî-kâ-vòng	Ezequias
Thòi-chûng-sṳ	Taichung
IPhone 4S	IPhone 4s
Jędrzejów	Jędrzejów
Kîm-mùn-yen	Kinmen
Kî-lùng-sṳ	Keelung
Busko-Zdrój	Busko-Zdrój
Àu-thai-li-â Ngièn	Dólar australiano
Mò Chhiang-li ke Thung-vu̍t	Animais impuros
Hon-ho̍k	Sinologia
Yî-pó-sṳ	Ipoh
Ná-pô-pha-lâ-sâ-ngì	Nabopolasar
Â-pí-ngâ-vòng	Abias de Judá
Sûn N̂g	Wu Oriental
Pińczów	Pińczów
Aalten	Aalten
Xuxa	Xuxa
Hajnówka	Hajnówka
Lubartów	Lubartów
Lucélia Santos	Lucélia Santos
Montréal-tó	Ilha de Montreal
IPhone 3GS	IPhone 3GS
IPhone 4	IPhone 4
IPhone 3G	IPhone 3G
Alan Dawa Dolma	Alan Dawa Dolma
Mâ-lòi-sî-â Hòng-khûng	Malaysia Airlines
Lì-tshu̍k	Li (etnia)
Mí-nâ-hien-vòng	Menaém
Â-ha̍p-chhia-vòng (Yî-set-lie̍t)	Ocozias de Israel
Â-ha̍p-chhia-vòng (Yù-thai)	Ocozias de Judá
Yok-làn-vòng (Yù-thai)	Jorão de Judá
Â-sat-li-ngâ	Uzias
Yâ-lò-pô-ôn yit-sṳ	Jeroboão I
Am-li-vòng	Omri
Nâ-tap-vòng	Nadabe (filho de Jeroboão)
Pâ-sâ-vòng	Baasa
Yâ-fu-vòng	Jeú
Yok-sî-â-vòng	Josias
Yok-â-sṳ̂-vòng (Yù-thai)	Joás de Judá
Sîm-li-vòng	Zimri
Yâ-lò-pô-ôn ngi-sṳ	Jeroboão II
Yî-vi-mí-lò-tha̍t	Evil-Merodaque
Â-mâ-chhia-vòng	Amassias
Yî-sṳ̂-pô-sat-vòng	Isboset
Â-sat-vòng	Asa (rei de Judá)
Â-mùn-vòng	Amom de Judá
Chong Koet-yùng（Chong Fat-chûng）	Leslie Cheung
Lí Tên-Fî	Lee Teng-hui
Yî-lâ-vòng	Elá (rei de Israel)
Yok-ngâ-kin-vòng	Joaquim de Judá
Hò-se-â-vòng	Oséias (Rei de Israel)
Yok-ngâ-kîn-vòng	Jeconias de Judá
Biłgoraj	Biłgoraj
Chhî Chai-Phit	Philip Jaisohn
Puławy	Puławy
Chuk Hon	Shu Han
Chhâu Ngùi	Cao Wei
Abitibi-Témiscamingue	Abitibi-Témiscamingue
Staszów	Staszów
Mò-tóng-sit	Político sem partido
Iwakuni-sṳ	Iwakuni
Phok Hièn-yún	Pak Hon-Yeong
Sat-kâ-li-ngâ-vòng	Zacarias (rei)
Yok-ha̍p-sṳ̂-vòng	Joacaz de Israel
Fùng Siù-chhiòn	Hong Xiuquan
Yok-â-sṳ̂-vòng (Yî-set-lie̍t)	Joás de Israel
Yok-làn-vòng (Yî-set-lie̍t)	Jorão de Israel
Pí-kâ-vòng	Peca
Sâ-liùng-vòng	Salum
Pí-kâ-hot-vòng	Pecaías
Khiu Sṳ̀n-thûng	Shing-Tung Yau
Fùng Puk-kím Kiê	Faisão-dourado
Grajewo	Grajewo
Yok-ha̍p-sṳ-vòng	Joacaz de Judá
Łapy	Łapy
瑤族	Yao (etnia)
Sîn-chông-khî	Hsinchuang
Hagi-sṳ	Hagi
Chûng-chhiû-chiet	Festival da Lua
Nài-lî-kak-li-sâ-ngì	Neriglissar
Fùng-theu	Vigna angularis
Łuków	Łuków
Łęczna	Łęczna
Świdnik	Świdnik
Pô-sṳ̂ Ti-koet	Império Aquemênida
Nagato-sṳ	Nagato
Sî-lìm-yen	Condado de Xilin
Mâ-thai-fuk-yîm	Evangelho segundo Mateus
Sṳ̍p-sṳ-ka	Cruz cristã
Â-chû Hòng-khûng	AirAsia
Yî-fut-só-sû	Epístola aos Efésios
Sòng-tet-sṳ	Changde
Yit-yòng-sṳ	Yiyang
Chhim-chû-sṳ	Chenzhou
Tshî Kông-khí	Xu Guangqi
10000	Dez mil
Fún-fùng-set	Cor-de-rosa
Nâ-sat-le̍t	Nazaré
Â-thâ-li-ngâ	Atália
Augustów	Augustów
Windsor, Berkshire	Windsor
Kô Khô-kî	Alta tecnologia
Tai Tet-sâng	Hudson Taylor
Tczew	Tczew
Thòi-nàm-yen	Tainan (condado)
Fù-chṳ-mìn-sṳ Kî-chhòng	Aeroporto Internacional Tan Son Nhat
Hien-thoi Accent	Hyundai Accent
Hien-thoi Sonata	Hyundai Sonata
Hien-thoi Elantra	Hyundai Elantra
Hien-thoi Equus	Hyundai Equus
Vû-tsṳ-phe̍t-khiet-chhu̍k	Uzbeques
Hien-thoi Genesis Coupé	Hyundai Genesis Coupe
Thap-kit-khiet-tshu̍k	Tajiques
Wal-Mart Kûng-sṳ̂	Walmart
Yùn-tôn yun-son	Computação em nuvem
Ńg-sùn-chiet Yun-thung	Pentecostalismo
Liu̍k-theu	Vigna radiata
Chêu-siên-chhu̍k	Coreanos
Khúa-ngì-khiet-tsṳ-tshu̍k	Quirguizes
Burgo de Osma-Ciudad de Osma	Burgo de Osma
Sông-hói Ha̍p-tsok Tsû-tsṳt	Organização para Cooperação de Xangai
Yì Kit-chùn	Yu Kil-chun
Reus	Reus
San Esteban de Gormaz	San Esteban de Gormaz
Hien-thoi Santa Fe	Hyundai Santa Fe
Yî-ho̍k-yen	Faculdade de Medicina
Sṳ̀n-chheu-fi	Assembleia de Deus
Phok Chhùng-yòng	Park Jung-yang
Sâ-â-nàm	Shah Alam
Kit-lùng-po Koet-chi Kî-chhòng	Aeroporto Internacional de Kuala Lumpur
Ngiu̍k-Sân	Yu Shan
Hōfu-sṳ	Hōfu
Thai-yí-sân	Lantau
Starogard Gdański	Starogard Gdański
Sîn-chhèu	Dinastia Xin
Mauricie	Mauricie
Strzelce Opolskie	Strzelce Opolskie
Hò-làn Tâi-thi Sat-khiet-sêm-ngî	Baixo-saxão neerlandês
Kâu-thûng	Transporte rodoviário
Vû-yìn	Muscidae
Tha̍t-mâ-thai	Dalmácia
Witwatersrand Thai-ho̍k	Universidade de Witwatersrand
Mâ-lî-sûn	Robert Morrison
Fû-lùn-pi-ngì-sṳ	Hulunbuir
Ǹg-chiu-sṳ	Wuzhou
Fòng-sàng-kóng-sṳ	Fangchenggang
Khîm-chiu-sṳ	Qinzhou
Kui-kóng-sṳ	Guigang
Ngiu̍k-lìm-sṳ	Yulin
Pak-set-sṳ	Baise
Fo-chiu-sṳ	Hezhou
Hò-chhṳ̀-sṳ	Hechi
Lòi-pîn-sṳ	Laibin
Fuk-thièn-khî	Distrito de Futian
Chhùng-chó-sṳ	Chongzuo
Sîn-kie	Novos Territórios
Mo-yi	Comércio
Kędzierzyn-Koźle	Kędzierzyn-Koźle
Yo̍k-ho̍k	Farmácia
Kóng-tó-yen	Província de Hiroshima
IPhone (Thi-yit thoi)	IPhone (original)
Ólvega	Ólvega
Sîn Pâ-pí-lùn Vòng-koet	Império Neobabilônico
Thú-ngí-khì-ngî sṳ-mû	Alfabeto turco
Shūnan-sṳ	Shunan
Skarżysko-Kamienna	Skarżysko-Kamienna
Longás	Longás
Kô-tá-ha̍p-lû-sṳ	Kota Bharu
Kông-phú	Espectro (física)
Chhṳ̂m-súi-phu-khî	Sham Shui Po (distrito)
Mielec	Mielec
客家	Hacá
Wejherowo	Wejherowo
Nâ-po-yen	Condado de Napo
Ńg-fù Sṳ̍p-liuk-koet	Dezasseis Reinos
Néu-yok Tû-fi-khî	Região Metropolitana de Nova Iorque
歷峯雧團	Richemont
Lanaudière	Lanaudière
Vòng Sîm-lìn	Cyndi Wang
Mèu-li̍t-sṳ	Miao Li
2009-ngièn sṳ-kie yun-thung-fi	Jogos Mundiais de 2009
Joy	Joy (banda)
Thai-vú-hiông (Phìn-tûng)	Taiwu
Phìn-fông Kûng-lî	Quilómetro quadrado
Liùng-thâm-hiông	Longtan
Thòi-fûng Mo̍k-Là-Khiet (2009-ngièn)	Tufão Morakot (2009)
Thòi-pet Tshia̍p-yun	Metrô de Taipé
Chhòn-yùng Hòng-khûng	EVA Air
Kôn-yîm	Kuan Yin
Lìm-pâ Se-pâu	Linfócito
Thai-ngâ-ngî	Língua atayal
Thò-yèn-sṳ	Taoyuan (cidade)
Hak-kâ thú-lèu	Tulou de Fujian
100000	Cem mil
Kô-sîn-shì	Ku (imperador)
Jarosław	Jarosław
Gaspésie–Îles-de-la-Madeleine	Gaspésie-Îles-de-la-Madeleine
Ostrowiec Świętokrzyski	Ostrowiec Świętokrzyski
Sîn-kâ-po Koet-li̍p Thai-ho̍k	Universidade Nacional de Singapura
Chojnice	Chojnice
Bronckhorst	Bronkhorst
Thi-kip-sṳ	Prefeitura com nível de cidade
Mine-sṳ	Mine (Yamaguchi)
Włodawa	Włodawa
Starachowice	Starachowice
Stalowa Wola	Stalowa Wola
Chat-ho̍k Pok-sṳ	Doutorado em filosofia
Lì-tó-khî	Distrito das Ilhas (Hong Kong)
Ermelo	Ermelo (Guéldria)
Thông-phûng	Apidae
Tshûng-shîn-yen	Okinawa
Montpellier Thai-ho̍k	Universidade de Montpellier
Końskie	Końskie
Luceni	Luceni
Madrid Chhṳ-chhṳ Thai-ho̍k	Universidade Autónoma de Madrid
Tshṳ-tshṳ-chû	Prefeituras autônomas da China
Nysa, Pô-làn	Nysa
Belver de Cinca	Belver de Cinca
Kôan-tan-sṳ	Kuantan
Sokółka	Sokółka
Thâu-thông-shì	Yao (imperador)
Hikari-sṳ	Hikari
Krosno	Krosno
Kûng-lî	Quilômetro
Almarza	Almarza
Aldealices	Aldealices
Aldealafuente	Aldealafuente
Alentisque	Alentisque
Adradas	Adradas
Abejar	Abejar
Aldealpozo	Aldealpozo
Alcubilla de las Peñas	Alcubilla de las Peñas
Aldealseñor	Aldealseñor
Alcubilla de Avellaneda	Alcubilla de Avellaneda
Covaleda	Covaleda
Almazul	Almazul
Arcos de Jalón	Arcos de Jalón
Aldehuela de Periáñez	Aldehuela de Periáñez
Almenar de Soria	Almenar de Soria
Vinuesa	Vinuesa
Duruelo de la Sierra	Duruelo de la Sierra
San Leonardo de Yagüe	San Leonardo de Yagüe
Mùn-pâ-tshu̍k	Monpas
Kudamatsu-sṳ	Kudamatsu
Afrikaner-ngìn	Africânderes
Yîn-koet-ngìn	Britânico
Kûng-yîn	Hectômetro
Jasło	Jasło
Â-chhông-chhu̍k	Achang
Bielsk Podlaski	Bielsk Podlaski
Kîn-mí	Gigametro
Súi-tshu̍k	Shui (etnia)
Nyet-láu-tshu̍k	Gelao (etnia)
Vì-kî Pak-khô Ngî-ngièn Lie̍t-péu	Wikipédia:Wikipédia em outras línguas
Siên-pî-chhu̍k	Xianbei
Sanyo-Onoda-sṳ	Sanyo-Onoda
Fap-ho̍k	Ensino jurídico
Pet-khî (Hiông-kóng)	Distrito do Norte (Hong Kong)
Mu̍k-láu-tshu̍k	Mulao (etnia)
Sî-sûng-pán-na̍p Thài-tshu̍k Tshṳ-tshṳ-chû	Prefeitura autônoma dai de Xishuangbanna
Ngièn-lóng-khî	Yuen Long (distrito)
Kôn-thòng-khî	Kwun Tong (distrito)
Khwûi-tshiâng-khî	Kwai Tsing (distrito)
Thai-pu-khî	Tai Po distrito
Vòng-thai-siên-khî	Wong Tai Sin (distrito)
Tshiên-vân-khî	Tsuen Wan (distrito)
Bracknell Sêm-lìm	Bracknell Forest
Tomaszów Lubelski	Tomaszów Lubelski
Hrubieszów	Hrubieszów
