Afrika	África
Oceanovih dvanaest	Ocean's Twelve
Discogs	Discogs
Švedski demokrati	Democratas Suecos
Jolaj	Iolau
Režim pukovnika	Ditadura dos coronéis
RMS Carpathia	RMS Carpathia
Peugeot 607	Peugeot 607
Gradski automobil	Minicarro
Jonsko narječje	Grego jônico
Renault 21	Renault 21
Poyntingov vektor	Vector de Poynting
Urlikavci	Alouatta
Oscar za najbolju originalnu priču	Oscar de Melhor História Original
Nacionalni park Planina Semien	Parque Nacional do Simien
Centurion (tenk)	Centurion
Šigeo Šingo	Shigeo Shingo
Quentin Richardson	Quentin Richardson
Pomorska bitka kod Marijanskog otočja	Batalha do Mar das Filipinas
Tony Sylva	Tony Sylva
Gimnazij	Ginásio (Grécia Antiga)
Waghäusel	Waghäusel
Pfinztal	Pfinztal
Domenico Tardini	Domenico Tardini
Kristalna voda	Água de cristalização
T-44	T-44
Četveroglavi bedreni mišić	Músculo quadríceps femural
Sibilarizacija	Assibilação
Grčka čančara	Testudo graeca
Flavije Dalmacije	Flávio Dalmácio
UNMIK	Missão de Administração Interina das Nações Unidas no Kosovo
Chaves (grad)	Chaves (Portugal)
Grb Grenade	Brasão de armas de Granada
Peter Blake (likovni umjetnik)	Peter Blake
Citroën Xsara	Citroën Xsara
Alta Verapaz	Alta Verapaz
Ford Escort	Ford Escort (Europa)
Baja Verapaz (departman)	Baja Verapaz
Robert Zubrin	Robert Zubrin
Franz Bardon	Franz Bardon
Popis kostarikanskih predsjednika	Lista de presidentes da Costa Rica
Helanik	Helânico de Lesbos
Chu (država)	Império Chu
Dinastija Xin	Dinastia Xin
Filon iz Biblosa	Filo de Biblos
Rak mokraćnog mjehura	Câncer de bexiga
Nefrotski sindrom	Síndrome nefrótica
Rudolf III. Burgundski	Rodolfo III da Borgonha
Kostorošci	Peixe-porco
Ivan II. Bugarski	João II da Bulgária
Jean Villot	Jean-Marie Villot
Novogvinejski krokodil	Crocodilo-da-nova-guiné
Tuscarora Indijanci	Tuscarora (tribo)
Nils Lofgren	Nils Lofgren
Greve (općina)	Greve (Dinamarca)
Suur Munamägi	Suur Munamägi
Moët Hennessy Louis Vuitton	LVMH
Zelena karta (1990.)	Green Card (filme)
Eozinofilija	Eosinofilia
Godina opasnog življenja (1982.)	The Year of Living Dangerously
Songhai jezici	Línguas songai
Mlada Bosna	Jovem Bósnia
Ouarzazate	Ouarzazate
Barrett M82	Barrett M82
Aleksandar Gomeljski	Alexander Gomelsky
Waldshut	Waldshut-Tiengen
Jovanotti	Jovanotti
Vili	Vili
Redwood City (Kalifornija)	Redwood City
Vila Rotonda	Villa Capra
Otvoreno društvo	Sociedade aberta
Villa del Casale	Villa Romana del Casale
Thurston Moore	Thurston Moore
Protoplanetarni disk	Disco protoplanetário
Misterij	Religião de mistérios
Dettmar Cramer	Dettmar Cramer
Kamov Ka-27	Kamov Ka-27
Vinko Pallotti	Vicente Pallotti
Bitka za Vukovar	Batalha de Vukovar
Adriana Fonseca	Adriana Fonseca
Biskupski štap	Báculo
Kraljevstvo Deira	Deira
Orange Walk (okrug)	Orange Walk
Toledo (okrug)	Toledo (Belize)
Belize (okrug)	Belize (distrito)
East Peoria (Illinois)	East Peoria
Psihometrija	Psicometria (psicologia)
Spomenik Viktoru Emanuelu II.	Monumento a Vítor Emanuel II da Itália
TV-film	Telefilme
Komodor	Comodoro (patente)
Izravna akcija	Ação direta
Podzemna željeznica Glasgow	Metro de Glasgow
Piknik	Piquenique
Decatur (Illinois)	Decatur (Illinois)
NGC 604	NGC 604
Chino (Kalifornija)	Chino (Califórnia)
Claremont (Kalifornija)	Claremont (Califórnia)
Truckee (Kalifornija)	Truckee
San Marcos (Kalifornija)	San Marcos (Califórnia)
NGC 1566	NGC 1566
Mission Viejo (Kalifornija)	Mission Viejo
NGC 925	NGC 925
Martinez (Kalifornija)	Martinez (Califórnia)
Hapten	Hapteno
Konrad Burgundski	Conrado I da Borgonha
Rancho Mirage (Kalifornija)	Rancho Mirage
Crveno-crno stablo	Árvore rubro-negra
Vinko Puljić	Vinko Puljić
Newark (Delaware)	Newark (Delaware)
Atičko narječje	Grego ático
Čovjek koji je previše znao (1934.)	O Homem Que Sabia Demais (1934)
Nogometna pravila	Regras do futebol
Khammouane (provincija)	Khammouane
Masaaki Hatsumi	Masaaki Hatsumi
Endemija	Endemia
Zvučni alveolarni frikativ	Fricativa alveolar sonora
Fokker F27	Fokker F27
Limbourg	Limbourg
Papalina	Sprattus sprattus
Clube Atlético Paranaense	Clube Atlético Paranaense
Priobalje	Litoral
Sord M5	Sord M5
Adaptivna optika	Óptica adaptativa
Babinski refleks	Reflexo plantar
Corcovado	Corcovado
Kranjska Gora	Kranjska Gora
Ciudad Guayana	Ciudad Guayana
Zvučni velarni ploziv	Oclusiva velar sonora
The Best of Michael Jackson	The Best of Michael Jackson
Franz Ferdinand (razdvojba)	Franz Ferdinand
Umor materijala	Fadiga (engenharia)
Hospital de Sant Pau	Hospital da Santa Cruz e São Paulo
Kriogenij	Criogeniano
USS John F. Kennedy (CV-67)	USS John F. Kennedy (CV-67)
USS New Jersey (BB-62)	USS New Jersey (BB-62)
Vabalat	Vabalato
Flavije Viktor	Flávio Vítor
Erich Ribbeck	Erich Ribbeck
Pietro II. Orseolo	Pietro II Orseolo
NFL sezona 1998.	Temporada de 1998 da National Football League
Lovro Zovko	Lovro Zovko
Koutammakou	Koutammakou
Prokul	Próculo
Luri	Luros
Sveti Kirijak	Ciríaco de Roma
Shock Value II	Shock Value II
Teófilo Stevenson	Teófilo Stevenson
Ram It Down	Ram It Down
Didier Deschamps	Didier Deschamps
Cayo (okrug)	Cayo (Belize)
Lijeva želučana arterija	Artéria gástrica esquerda
Kanadska monarhija	Monarquia no Canadá
Eduard Alexander van Beinum	Eduard van Beinum
Good Enough	Good Enough
Operacija Valkira	Operação Valquíria
La Joya (Teksas)	La Joya
Eurikrat	Eurícrates
Finale UEFA Lige prvaka 2009.	Final da Liga dos Campeões da UEFA de 2008–09
Silva (rijeka)	Rio Sylva
Ramon Sessions	Ramon Sessions
USS America (CV-66)	USS America (CV-66)
Zoque	Zoques
Mastoiditis	Mastoidite
Andrews (Teksas)	Andrews (Texas)
Svjetsko prvenstvo u atletici 1983.	Campeonato Mundial de Atletismo de 1983
Fortuna (Kalifornija)	Fortuna (Califórnia)
Huye	Butare
Bušizam	Bushismo
Marabá	Marabá
Belinda Benčić	Belinda Bencic
Transaero Airlines	Transaero
Pajuti	Paiutes
Vransko	Vransko
Mandan Indijanci	Mandan
Venango (Nebraska)	Venango (Nebraska)
Lelujavi tinamu	Jaó
Stade Nungesser	Stade Nungesser
Kazetofon	Magnetofone
Sokak	Zoco
Carstvo čula	O Império dos Sentidos
Renault R24	Renault R24
904. pr. Kr.	904 a.C.
Andries Jonker	Andries Jonker
Gravitacijski metar	Gravímetro
Vazodilatatori	Vasodilatação
Za šaku dinamita	Giù la testa
Kromosom 19 (čovjek)	Cromossoma 19 (humano)
Derrick Favors	Derrick Favors
NGC 83	NGC 83
Fauna Afrike	Fauna da África
Joe Smith	Joe Smith
NGC 1198	NGC 1198
Gall Anonim	Galo Anônimo
Kvalifikacije za Svjetsko prvenstvo u nogometu 2010. (CONMEBOL)	Eliminatórias da Copa do Mundo FIFA de 2010 - América do Sul
Un Poco de Amor	Un poco de amor
Brønderslev (općina)	Brønderslev
Idea (album)	Idea
Dinastija Wessex	Casa de Wessex
Rukomet na OI 1980.	Handebol nos Jogos Olímpicos de Verão de 1980
Elgin, Arizona	Elgin (Arizona)
Pobuna	Motim
Australopitecini	Australopitecíneo
Petersburg, Virginia	Petersburg (Virgínia)
Vesthimmerland (općina)	Vesthimmerland
OpenOffice.org	OpenOffice.org
Asian Kung-Fu Generation	Asian Kung-Fu Generation
Thatcher, Arizona	Thatcher (Arizona)
Europska prvenstva u plivanju	Campeonato Europeu de Esportes Aquáticos
Ippolito Rosellini	Ippolito Rosellini
NGC 1084	NGC 1084
Arjun (tenk)	Arjun
Corozal (okrug)	Corozal
Nemanja Bjelica	Nemanja Bjelica
Soul Asylum	Soul Asylum
Minho (pokrajina)	Minho (província)
Century Child	Century Child
Garuda Indonesia	Garuda Airlines
Pastirski satelit	Satélite pastor
Mariagerfjord (općina)	Mariagerfjord
Hørsholm (općina)	Hørsholm
Hvidovre (općina)	Hvidovre
NGC 1049	NGC 1049
Paunov rep	Padina pavonica
Nukak	Nukak
Stanisław Maczek	Stanislaw Maczek
Rukomet na OI 1984.	Handebol nos Jogos Olímpicos de Verão de 1984
Vincent Pastore	Vincent Pastore
Rusofobija	Russofobia
The Antichrist	The Antichrist (álbum)
Justified	Justified (álbum)
Nilotski jezici	Línguas nilóticas
Zakon o otocima s guanom	Guano Islands Act
Verdigre (Nebraska)	Verdigre
Tarni prijenos	Transmissão por disco de atrito
One (album Bee Geesa)	One (álbum de Bee Gees)
Demetra (razdvojba)	Deméter (desambiguação)
Torku Konyaspor	Konyaspor
Scream Bloody Gore	Scream Bloody Gore
Hudson Bend (Teksas)	Hudson Bend
Jesé Rodríguez	Jesé Rodríguez
Stjepan Hauser	Stjepan Hauser
Okrug Senec	Senec (distrito)
Ryan Eggold	Ryan Eggold
Billy Powell	Billy Powell
Mala modra preljevica	Apatura ilia
Rodrigue Beaubois	Rodrigue Beaubois
Carlos Jiménez	Carlos Jiménez
Sun Yue	Sun Yue (basquetebolista)
Gene Hoglan	Gene Hoglan
Linda (Kalifornija)	Linda (Califórnia)
Androtion	Androção
Kurban-bajram	Festa do Sacrifício
Popis tijela Sunčeva sustava prema promjeru	Lista dos objetos do sistema solar por tamanho
Stevenson (Washington)	Stevenson (Washington)
Udonis Haslem	Udonis Haslem
Gevorg Davtjan	Guevorg Davtian
Jacqueline Andere	Jacqueline Andere
Hrvoje Vejić	Hrvoje Vejić
Nimfa (ptica)	Nymphicus hollandicus
Algona (Washington)	Algona (Washington)
Vallensbæk (općina)	Vallensbæk
Richard Aldington	Richard Aldington
Feminnem	Feminnem
Igor Štimac	Igor Štimac
Jera	Anthias anthias
Constantin Coanda	Constantin Coandă
Agapornis	Agapornis
NGC 70	NGC 70
Dean Winters	Dean Winters
NGC 2434	NGC 2434
Novica Veličković	Novica Veličković
Crni labud (1942.)	O Cisne Negro
Retoromanski jezici	Línguas reto-românicas
Centralna regija, Burkina Faso	Região Centro (Burkina Faso)
Siaka Stevens	Siaka Stevens
Anton Korošec	Anton Korošec
Serfaus	Serfaus
Nutarnja arterija glave	Artéria carótida interna
Outlaws (Izgubljeni)	Outlaws (Lost)
Ručnoglaveno arterijsko stablo	Tronco braquiocefálico
Agelastes	Agelastes
Hedensted (općina)	Hedensted
Dodatak:Popis gradova u Laosu	Lista de cidades no Laos
Penelope argyrotis	Penelope argyrotis
Galoitalski jezici	Línguas galo-itálicas
Cayman Brac	Caimão Brac
Demokratska Republika Mađarska	República Democrática Húngara
Henry Royce	Henry Royce
Ingrid Martz	Ingrid Martz
Theo Ratliff	Theo Ratliff
Johnny Van Zant	Johnny Van Zant
Kralježnična arterija	Artéria vertebral
Normanska dinastija	Dinastia normanda
Memorijalni trofej Lady Byng	Troféu Memorial Lady Byng
Michael Steger	Michael Steger
Cestovni promet	Transporte rodoviário
Faya-Largeau	Faya-Largeau
Bayard, Novi Meksiko	Bayard (Novo México)
Osveta ljubavi	Pasión de gavilanes
Some Time in New York City	Some Time in New York City
Marvin Williams	Marvin Williams
Ankylosauridae	Ankylosauridae
NGC 99	NGC 99
Rogers Arena	Rogers Arena
Braslovče	Braslovče
Alfonso Herrera	Alfonso Herrera
Bitka kod Sente	Batalha de Zenta
La Mirada (Kalifornija)	La Mirada
The Show Must Go On	The Show Must Go On
Juja	Yuia
Omri Casspi	Omri Casspi
Plivanje na OI 2000.	Natação nos Jogos Olímpicos de Verão de 2000
G-točka	Ponto G
Singlovi Michaela Jacksona	Lista de singles de Michael Jackson
Unisys	Unisys
Jedinica upravljanja memorijom	Unidade de gerenciamento de memória
André Cluytens	André Cluytens
Stjepan Tomašević Kotromanić	Estêvão IV da Bósnia
Savezna Država Austrija	Primeira República Austríaca
Hetalia: Axis Powers	Hetalia: Axis Powers
Otto Rehhagel	Otto Rehhagel
Angel Fire, Novi Meksiko	Angel Fire (Novo México)
Francuska umjetnost	Pintura da França
Socijalno tržišno gospodarstvo	Economia social de mercado
Stormtroopers of Death	Stormtroopers of Death
Octavarium	Octavarium
Električna letjelica	Avião solar
Argo (pas)	Argos (cão)
Nepovratni ventil	Válvula de retenção
Trbušno deblo	Artéria celíaca
Kapsula	Cápsula (medicamento)
Orfizam	Orfismo (movimento artístico)
North American Aviation	North American Aviation
Ranžirni kolodvor	Estação de triagem
Roman Forest (Teksas)	Roman Forest
Gospodari svemira	Masters of the Universe
Mazzorbo	Mazzorbo
Hiroki Kōsai	Hiroki Kōsai
El Tatio	Gêiseres de Tatio
Enterovirusi	Enterovirus
Cryptic Writings	Cryptic Writings
Loveless (anime)	Loveless (mangá)
Namma	Nammu
Channing Frye	Channing Frye
Ty Lawson	Ty Lawson
Ubstadt-Weiher	Ubstadt-Weiher
Lottstetten	Lottstetten
Hambrücken	Hambrücken
Čibča (jezična porodica)	Línguas chibchanas
Pravo na ispravak	Direito de resposta
Eggenstein-Leopoldshafen	Eggenstein-Leopoldshafen
Rheinstetten	Rheinstetten
Mocuba	Mocuba
Joaquín Torres García	Joaquín Torres García
Abasiofilija	Abasiofilia
NGC 1035	NGC 1035
James Gillray	James Gillray
Encores	Encores
Freeganizam	Freeganismo
Professor Satchafunkilus and the Musterion of Rock	Professor Satchafunkilus and the Musterion of Rock
Francis Preserved Leavenworth	Frank Leavenworth
Huahine	Huahine
Raketne krstarice klase Kirov	Classe Kirov
Saturn I	Saturno I
PRIDE Fighting Championships	Pride Fighting Championships
Duško Savanović	Duško Savanović
Angelic Upstarts	Angelic Upstarts
Walzbachtal	Walzbachtal
Franjo Gajowniczek	Franciszek Gajowniczek
Ellendale (Delaware)	Ellendale (Delaware)
Raised by Another (Izgubljeni)	Raised by Another (Lost)
POV-Ray	POV-Ray
Vlado Milunić	Vlado Milunić
Grenada (razdvojba)	Grenada
Håkan Mild	Håkan Mild
Jan Nepomnjašči	Ian Nepomniachtchi
Antoine Walker	Antoine Walker
Ian Mahinmi	Ian Mahinmi
Minako Aino	Minako Aino
New Waverly (Teksas)	New Waverly
Tony Cetinski	Tony Cetinski
Al Horford	Al Horford
Joel Anthony	Joel Anthony
Anizokorija	Anisocoria
Save Your Kisses for Me	Save Your Kisses for Me
Predsjednička lenta	Faixa presidencial
UEFA Superkup 2004.	Supercopa da UEFA de 2004
Centre Bell	Bell Centre
Stanovništvo Švedske	Demografia da Suécia
Bad Säckingen	Bad Säckingen
Srbijanska ženska odbojkaška reprezentacija	Seleção Sérvia de Voleibol Feminino
Lockhart (Teksas)	Lockhart (Texas)
Priority Records	Priority Records
Svjetsko juniorsko prvenstvo u nogometu - Čile 1987.	Campeonato Mundial de Futebol Sub-20 de 1987
Nizozemskoantilski gulden	Florim das Antilhas Neerlandesas
Stridon	Estridão
Winger	Winger (banda)
NGC 66	NGC 66
Crestline (Kalifornija)	Crestline (Califórnia)
I'm with You	I'm with You
Marder	Marder (IFV)
Crnogorska pravoslavna Crkva	Igreja Ortodoxa Montenegrina
Kavkasko bojište (Prvi svjetski rat)	Campanha do Cáucaso
EGA	EGA
NGC 808	NGC 808
Nissan Terrano II	Nissan Mistral
Nuestro Amor	Nuestro amor
Dodatak:Popis vladara Asturije	Lista de reis das Astúrias
Berni Rodríguez	Berni Rodríguez
Yagoua	Yagoua
Rumunjska rukometna reprezentacija	Seleção Romena de Handebol Masculino
Crna Trava	Crna Trava
Popis stanovništva SAD 2010.	Censo dos Estados Unidos de 2010
Luís Oliveira Gonçalves	Luís Oliveira Gonçalves
Povezivač	Ligador
Najmanji stražnjični mišić	Músculo glúteo mínimo
Perzija (razdvojba)	Pérsia (desambiguação)
Blagovijest (razdvojba)	Anunciação (desambiguação)
Lozna	Lozna
Supinacijski mišić	Músculo supinador
Talmage (Nebraska)	Talmage (Nebraska)
Erik Mykland	Erik Mykland
Crna misa	Missa negra
Izraelska sigurnosna ograda	Muro da Cisjordânia
Socijalna geografija	Geografia social
Electric Ladyland	Electric Ladyland
NGC 2371	NGC 2371
Anđeli garava lica	Angels with Dirty Faces
Kerrville (Teksas)	Kerrville
NGC 3239	NGC 3239
Michael Rooker	Michael Rooker
Okanagan (jezero)	Lago Okanagan
Ford Fusion	Ford Fusion
Madagaskarska cibetka	Fossa fossana
Maxixe	Maxixe (Moçambique)
Tug of War	Tug of War (álbum de Paul McCartney)
Bitka kod Drača (48. pr. Kr.)	Batalha de Dirráquio (48 a.C.)
Benbrook (Teksas)	Benbrook
Emmanuel Pappoe	Emmanuel Pappoe
Bitka kod Drača	Batalha de Dirráquio
Gobrias	Gobrias
Elmwood (Nebraska)	Elmwood (Nebraska)
Plivanje na OI 1932.	Natação nos Jogos Olímpicos de Verão de 1932
Perejaslavski sporazum	Tratado de Pereyaslav
Generalife	Generalife
Alejandra Lazcano	Alejandra Lazcano
Andy Griffin	Andy Griffin
San Pedro (Paragvaj)	San Pedro (departamento do Paraguai)
Funeral	Funeral (álbum)
Petar Krpan	Petar Krpan
C/2011 W3 (Lovejoy)	C/2011 W3 (Lovejoy)
Kestel	Keszthely
Lakatni mišić	Músculo ancôneo
Veliko gorko jezero	Grande Lago Amargo
Ferrero Rocher	Ferrero Rocher
Tolanaro	Tolanaro
On the 6	On the 6
Bee (Nebraska)	Bee (Nebraska)
Hotevilla-Bacavi, Arizona	Hotevilla-Bacavi
Artesia (Kalifornija)	Artesia (Califórnia)
Wiesel AWC	Wiesel
Utu	Utu
Bruxelles (razdvojba)	Brussels
Boucle du Mouhoun	Boucle du Mouhoun (região)
Međunarodna zračna luka Kuwait	Aeroporto Internacional do Kuwait
Muhe	Muscidae
Charrúa	Charruas
Fenghuang	Fenghuang
Callisburg (Teksas)	Callisburg
Holografija	Holografia
Ulnarni ispružač zapešća	Músculo extensor ulnar do carpo
Ionel Ganea	Ionel Ganea
The Ultra Zone	The Ultra Zone
De Lorean	DeLorean
Kalimnos	Calímnos
Canon Yaoundé	Canon Yaoundé
Dalmacija	Dalmácia
Klijent (računarstvo)	Cliente (computação)
Pringles	Pringles
Big Springs (Nebraska)	Big Springs
Dodatak:Up In Smoke Tour	The Up in Smoke Tour
3 kuma	3 Godfathers
Bamenda	Bamenda
Samoispunjavajuće proročanstvo	Profecia autorrealizável
Usamljenik s Rodrigeza	Solitário-de-rodrigues
La Pléiade	La Pléiade
Nyanza	Nyanza (Ruanda)
Roberto Burle Marx	Roberto Burle Marx
The Ego Has Landed	The Ego Has Landed
Lope Agirre	Lope de Aguirre
Ronaldo Luís Nazário de Lima	Ronaldo Luís Nazário de Lima
Glavoč bjelčić	Gobius bucchichi
Javna nabava	Licitação
Kampanja al-Anfal	Operação Anfal
Guelmim-Es Semara	Guelmim-Es Semara
Patrick Ouchène	Patrick Ouchène
Thalassorninae	Pato-de-dorso-branco
NGC 231	NGC 231
Mundus (general)	Mundo (general)
Orle	Orle
Dodatak:Popis gradova u Maroku	Lista de cidades em Marrocos
Gospina crkva u Trieru	Igreja de Nossa Senhora (Trier)
Popis otoka u Sredozemnom moru	Lista de ilhas do Mediterrâneo
The Sims 2: Seasons	The Sims 2: Quatro Estações
Palčana uzvisina	Eminência tenar
The Mothers of Invention	The Mothers of Invention
Pravi aligatori	Alligator (género)
Gur i Zi	Gur i Zi
Jiu	Rio Jiu
Ron Kovic	Ron Kovic
Naksos (grad)	Naxos (cidade)
The Ronettes	The Ronettes
Latinski Patrijarh Jeruzalema	Patriarcado Latino de Jerusalém
North Highlands (Kalifornija)	North Highlands
752. pr. Kr.	752 a.C.
Zaklada za slobodu od religije	Freedom From Religion Foundation
Richard Witschge	Richard Witschge
Jim Dine	Jim Dine
Srđan Lakić	Srđan Lakić
South Whittier (Kalifornija)	South Whittier
Gainas	Gainas
Slavenska obrana	Defesa eslava
Ringu (1998.)	Ringu
For Unlawful Carnal Knowledge	For Unlawful Carnal Knowledge
Dudince	Dudince
Angel (Madonna)	Angel (canção de Madonna)
Harold Robbins	Harold Robbins
Renault Scénic	Renault Scénic
Drugi dio UEFA Europske lige 2010./11.	Liga Europa da UEFA de 2010–11 – Fases Finais
Audi TT	Audi TT
Kaká	Kaká
Michael Moriarty	Michael Moriarty
Paul Villard	Paul Ulrich Villard
Crvena krasnica	Russula rosea
MC Eiht	MC Eiht
Sekst Elije Pet Kat	Sexto Élio Peto Catão
Enema of the State	Enema of the State
Hilarije od Arlesa	Hilário de Arles
Angel of Death	Angel of Death
Angel of Retribution	Angel of Retribution
Okrug Detva	Detva (distrito)
Toto IV	Toto IV
Malden	Ilha Malden
Pobjednici Wimbledona (pojedinačno žene)	Lista de finais femininas em simples do Torneio de Wimbledon
Indijska pravoslavna Crkva	Igreja Ortodoxa Siríaca Malankara
Encinitas (Kalifornija)	Encinitas
Prvaci Engleske u nogometu	Lista de campeões do futebol inglês
FK Modriča	FK Modriča
Veliki prsni mišić	Músculo peitoral maior
In My Arms (Kylie Minogue)	In My Arms
Tomislav Ivković	Tomislav Ivković
J. J. Hickson	J. J. Hickson
Elektromehanika	Eletromecânica
Estranged	Estranged
RMS Queen Elizabeth	RMS Queen Elizabeth
Supposed Former Infatuation Junkie	Supposed Former Infatuation Junkie
Monkey Island	Monkey Island
Lajtaproderštof	Leithaprodersdorf
Cislajtanija	Cisleitânia
Trojedna Kraljevina Hrvatska, Slavonija i Dalmacija	Reino da Croácia-Eslavônia
Jabing	Jabing
João Ricardo Pereira Santos	João Ricardo Pereira Batalha Santos Ferreira
Edmund Brisco Ford	E.B. Ford
Rasporak	Draßburg
Svjetsko prvenstvo u rukometu - Španjolska 2013.	Campeonato Mundial de Handebol Masculino de 2013
Ludwig Gumplowicz	Ludwig Gumplowicz
Clockstoppers	Clockstoppers
Tatacoa	Deserto de Tatacoa
Pieter van der Aa	Pieter van der Aa
Lambada	Lambada
Mišići pokretači očne jabučice	Músculos extraoculares
Airport Road Addition, Teksas	Airport Road Addition
Chessgames.com	ChessGames.com
Andhrimnir	Andhrimnir
Zračna luka Nauru	Aeroporto Internacional de Nauru
NFL sezona 1992.	Temporada de 1992 da National Football League
Prsten	Ring
Keren	Keren
Duruelo	Duruelo
Oshana	Oshana
Arcadia (Kalifornija)	Arcadia (Califórnia)
Tel Beer Ševa	Tel Berseba
Popis mletačkih duždeva	Lista de doges de Veneza
V znak pobjede	V (gesto)
Denison (Teksas)	Denison (Texas)
Francesco Barberini	Francesco Barberini (1597-1679)
Dugi rep	Cauda longa
Paulo Santos	Paulo Jorge da Silva dos Santos
Hrvatska odbojkaška reprezentacija	Seleção Croata de Voleibol Masculino
Senna (2010.)	Senna (filme)
Theodulf Orléanski	Teodulfo de Orleães
Kiklop (razdvojba)	Ciclope (desambiguação)
Tonalitet	Tom
Cleburne (Teksas)	Cleburne
Jonas Thern	Jonas Thern
Escobares (Teksas)	Escobares
Terentianus Maurus	Terenciano Mauro
Rukomet na pijesku	Andebol de praia
Bonded by Blood	Bonded by Blood
Kravarsko	Kravarsko
Wadde hadde dudde da?	Wadde hadde dudde da?
Angelmanov sindrom	Síndrome de Angelman
Wget	Wget
Hohhot	Hohhot
Super Mario Bros. (1993.)	Super Mario Bros. (filme)
Ičan Kala	Itchan Kala
Profesor Baltazar	Professor Balthazar
Tutorial	Tutorial
Arapska guma	Goma-arábica
Waterloo (Illinois)	Waterloo (Illinois)
Sheehanov sindrom	Síndrome de Sheehan
Ailuropoda	Ailuropoda
Ottawa	Odawa
Tlingit	Tlingit
Lynette Scavo	Lynette Scavo
Takis Fyssas	Takis Fyssas
The Unforgettable Fire	The Unforgettable Fire
Ultras sur	Ultras Sur
NGC 246	NGC 246
Grb Tokelaua	Brasão de armas de Tokelau
Victoria	Victoria
Ford Madox Ford	Ford Madox Ford
Mišić podizač čmara	Músculo levantador do ânus
Svjetsko prvenstvo u rukometu za žene - Njemačka 1997.	Campeonato Mundial de Handebol Feminino de 1997
Malavan Anzali	Malavan F.C.
Kneževina Piombino	Principado de Piombino
Fungus Rock	Rocha Fungus
Novozelandski palčići	Acanthisittidae
Nootka	Nuu-chah-nulth (povo)
Veslanje na OI 1924.	Remo nos Jogos Olímpicos de Verão de 1924
Krater (razdvojba)	Cratera (desambiguação)
Kerkuane	Cidade Púnica de Kerkuane e sua Necrópole
Izod Center	Izod Center
Panceta	Pancetta
Josip Kuže	Josip Kuže
Hidra	Hidra
Gorillaz (album)	Gorillaz (álbum)
Antikrist (Nietzsche)	O Anticristo
Lomeći valove	Breaking the Waves
Auki	Auki
Boston (razdvojba)	Boston (desambiguação)
Somogybabod	Somogybabod
Tumacacori-Carmen, Arizona	Tumacacori-Carmen
Hotter Than Hell	Hotter Than Hell
Mjölby	Mjölby
Grci	Gregos
Moldova (rijeka)	Rio Moldávia
Ninjutsu	Ninjútsu
Keeper of the Seven Keys, Part 1	Keeper of the Seven Keys Part 1
White Flag	White Flag
Dalida	Dalida
Savanna (Illinois)	Savanna (Illinois)
Eurosport	Eurosport
Pro Evolution Soccer Management	Pro Evolution Soccer Management
Winnsboro (Teksas)	Winnsboro (Texas)
Kirbyville (Teksas)	Kirbyville
Banc d'Arguin	Parque Nacional do Banco de Arguim
Readme	Readme
Okrug Bratislava II	Bratislava II
Dolinske modrivrane	Brachypteraciidae
APG	Angiosperm Phylogeny Group
Općina Preddvor	Preddvor
Taizé (razdvojba)	Taizé
Giulio Alberoni	Giulio Alberoni
Okrug Banská Bystrica	Banská Bystrica (distrito)
Urban Symphony	Urban Symphony
Okrug Košice - okolie	Košice–okolie (distrito)
Angistri	Agistri
Elektra (Euripid)	Electra (Eurípides)
Opatija Fountains	Abadia de Fountains
Nagaoka	Nagaoka (Niigata)
At the Gates	At the Gates
MKB-10 poglavlje XII: Bolesti kože i potkožnog tkiva	CID-10 Capítulo XII: Doenças da pele e tecido subcutâneo
Boissonneaua	Boissonneaua
Nutarnja vratna vena	Veia jugular interna
Navarro (Teksas)	Navarro (Texas)
Kaljivost	Ensaio Jominy
Plavoprstenasta hobotnica	Hapalochlaena
Graham Gouldman	Graham Gouldman
Highland Acres (Delaware)	Highland Acres
Poway (Kalifornija)	Poway
Dimitrios Papadopoulos	Dimitrios Papadopoulos
Kromosom 6 (čovjek)	Cromossoma 6
Rimska mornarica	Marinha romana
Rage Against the Machine (album)	Rage Against the Machine (álbum)
Krilatica Europske unije	Lema da União Europeia
Drugi rat za nezavisnost Italije	Segunda Guerra de Independência Italiana
Volframit	Volframita
Philippsburg	Philippsburg
Saudia	Saudia Airlines
Anglo-irski sporazum	Tratado Anglo-Irlandês
Anglo-Sovjetska invazija na Iran	Invasão anglo-soviética do Irã
Ricchi e Poveri	Ricchi e Poveri
Mestre	Mestre (Itália)
Saulteaux	Saulteaux
Angoche	Angoche
Nacionalni park Canyonlands	Parque Nacional de Canyonlands
Maciej Lampe	Maciej Lampe
Antička književnost	Literatura classicista
Angolska košarkaška reprezentacija	Selecção Angolana de Basquetebol Masculino
San Pietro in Vincoli	San Pietro in Vincoli
Južna Indija	Índia do Sul
Vlastita jetrena arterija	Artéria hepática própria
Peugeot 1007	Peugeot 1007
Ray J	Ray J
Kijevski odrezak	Frango à Kiev
Crveni teror	Terror Vermelho
Ubojstvo na igralištu za golf	The Murder on the Links
Kronau	Kronau
Gondelsheim	Gondelsheim
Kürnbach	Kürnbach
Zea	Zea
Karlsdorf-Neuthard	Karlsdorf-Neuthard
Sedamnaesterokut	Heptadecágono
Stephen Schwartz (skladatelj)	Stephen Schwartz
Like a Virgin (pjesma)	Like a Virgin (canção)
Marxzell	Marxzell
