Afraga	África
Russell County, Kansas	Condado de Russell (Kansas)
Hanford, Calafòrnia	Hanford
Finney County, Kansas	Condado de Finney
Wyandotte County, Kansas	Condado de Wyandotte
Grant County, Kansas	Condado de Grant (Kansas)
Saline County, Kansas	Condado de Saline (Kansas)
Neosho County, Kansas	Condado de Neosho
Gove County, Kansas	Condado de Gove
Smith County, Kansas	Condado de Smith (Kansas)
Kearny County, Kansas	Condado de Kearny
Scott County, Kansas	Condado de Scott (Kansas)
Linn County, Kansas	Condado de Linn (Kansas)
Ellsworth County, Kansas	Condado de Ellsworth
Yell, Sealltainn	Yell (Shetland)
Ellis County, Kansas	Condado de Ellis (Kansas)
Atchison County, Kansas	Condado de Atchison (Kansas)
Barton County, Kansas	Condado de Barton (Kansas)
Polk County, Wisconsin	Condado de Polk (Wisconsin)
Rice County, Kansas	Condado de Rice (Kansas)
Barber County, Kansas	Condado de Barber
Clay County, Kansas	Condado de Clay (Kansas)
Chase County, Kansas	Condado de Chase (Kansas)
Decatur County, Kansas	Condado de Decatur (Kansas)
Coffey County, Kansas	Condado de Coffey
Cloud County, Kansas	Condado de Cloud
Chautauqua County, Kansas	Condado de Chautauqua (Kansas)
Cowley County, Kansas	Condado de Cowley
Cheyenne County, Kansas	Condado de Cheyenne (Kansas)
Republic County, Kansas	Condado de Republic
Elk County, Kansas	Condado de Elk (Kansas)
Allen County, Kansas	Condado de Allen (Kansas)
Dickinson County, Kansas	Condado de Dickinson (Kansas)
Bourbon County, Kansas	Condado de Bourbon (Kansas)
Crawford County, Kansas	Condado de Crawford (Kansas)
Cherokee County, Kansas	Condado de Cherokee (Kansas)
Comanche County, Kansas	Condado de Comanche (Kansas)
Doniphan County, Kansas	Condado de Doniphan
Chittagong	Chittagong (cidade)
Clark County, Kansas	Condado de Clark (Kansas)
Edwards County, Kansas	Condado de Edwards (Kansas)
Rush County, Kansas	Condado de Rush (Kansas)
McPherson County, Kansas	Condado de McPherson (Kansas)
Mitchell County, Kansas	Condado de Mitchell (Kansas)
Lane County, Kansas	Condado de Lane (Kansas)
Lincoln County, Kansas	Condado de Lincoln (Kansas)
Wabaunsee County, Kansas	Condado de Wabaunsee
Valledupar	Valledupar
Pottawatomie County, Kansas	Condado de Pottawatomie (Kansas)
Marshall County, Kansas	Condado de Marshall (Kansas)
Greene County, Illinois	Condado de Greene (Illinois)
Stanton County, Kansas	Condado de Stanton (Kansas)
Jackson County, Kansas	Condado de Jackson (Kansas)
Seward County, Kansas	Condado de Seward (Kansas)
Greeley County, Kansas	Condado de Greeley (Kansas)
Geary County, Kansas	Condado de Geary
Hamilton County, Kansas	Condado de Hamilton (Kansas)
Norton County, Kansas	Condado de Norton
Harper County, Kansas	Condado de Harper (Kansas)
Morton County, Kansas	Condado de Morton (Kansas)
Anderson County, Kansas	Condado de Anderson (Kansas)
Perry Mason	Perry Mason
Pleasants County, Virginia an Iar	Condado de Pleasants
Charles Watson-Wentworth, 2nd Marquess of Rockingham	Charles Watson-Wentworth, 2.º Marquês de Rockingham
Rob Ruadh MacGriogair	Robert Roy MacGregor
Charles Hatchett	Charles Hatchett
Rock Springs, Wyoming	Rock Springs (Wyoming)
Jason Bonham	Jason Bonham
Domhnall II na h-Alba	Donaldo II da Escócia
Uilleam Augustus, Diùc Cumberland	Guilherme, Duque de Cumberland
William F. Buckley Jr.	William F. Buckley Jr.
Marion County, Illinois	Condado de Marion (Illinois)
Montgomery County, Pennsylvania	Condado de Montgomery (Pensilvânia)
Sgioba nàiseanta rugbaidh Shasainn	Seleção Inglesa de Rugby Union
Smyth County, Virginia	Condado de Smyth
Fulangas Naomh Mata	Paixão segundo São Mateus, BWV 244
Nathair-mhara (ùirsgeul)	Serpente marinha (mitologia)
Woodson County, Kansas	Condado de Woodson
John Muir	John Muir
Nemaha County, Kansas	Condado de Nemaha (Kansas)
Gray County, Kansas	Condado de Gray (Kansas)
Reno County, Kansas	Condado de Reno
Leavenworth County, Kansas	Condado de Leavenworth
Kiowa County, Kansas	Condado de Kiowa (Kansas)
Rooks County, Kansas	Condado de Rooks
Co-ghnìomhair	Advérbio
Rory McIlroy	Rory McIlroy
Thomas Telford	Thomas Telford
Aer Arann	Aer Arann
Ted Danson	Ted Danson
Liam MacCosgair	Liam Cosgrave
Jack Lynch	John Mary Lynch
Flugelhorn	Fliscorne
Salm 23	Salmo 23
Hattiesburg, Mississippi	Hattiesburg
Jefferson County, Washington	Condado de Jefferson (Washington)
York County, Carolina a Deas	Condado de York (Carolina do Sul)
Cecil County, Maryland	Condado de Cecil
Deisciobal	Discípulo
Washington County, Iowa	Condado de Washington (Iowa)
Flagler County, Florida	Condado de Flagler
Gazella dorcas	Gazela-dorcas
Afro-Coloimbianaich	Afro-colombianos
Passy	Passy (Alta-Saboia)
Johnson County, Illinois	Condado de Johnson (Illinois)
York County, Maine	Condado de York (Maine)
Ermenonville	Ermenonville
Amar-ionnlaid	Bains
MGMT	MGMT
Soisgeul Mhata	Evangelho segundo Mateus
Batan	Porrete
Żelazowa Wola	Żelazowa Wola
Howard County, Maryland	Condado de Howard (Maryland)
Palm Desert, Calafòrnia	Palm Desert
Crittenden County, Kentucky	Condado de Crittenden
Elliott County, Kentucky	Condado de Elliott
Daviess County, Kentucky	Condado de Daviess (Kentucky)
Stevens County, Kansas	Condado de Stevens (Kansas)
Aimearaga	América (desambiguação)
Creag Ealasaid	Ailsa Craig
Hamhaig	Hawick
Palastain	Territórios palestinianos
An Àrd Ruigh	Airdrie (Escócia)
Monadh Rois	Montrose (Angus)
Mars	Mars
Tripp County, Dakota a Deas	Condado de Tripp
Ouray County, Colorado	Condado de Ouray
Sullivan County, Indiana	Condado de Sullivan (Indiana)
Coral Gables, Florida	Coral Gables
Charlotte County, Virginia	Condado de Charlotte (Virgínia)
Robert Plant	Robert Plant
Durham County, Carolina a Tuath	Condado de Durham (Carolina do Norte)
Deuel County, Nebraska	Condado de Deuel (Nebraska)
Bàn-dhearg	Cor-de-rosa
TransMilenio	TransMilenio
Livingston County, Illinois	Condado de Livingston (Illinois)
Wilkes County, Carolina a Tuath	Condado de Wilkes (Carolina do Norte)
Dunklin County, Missouri	Condado de Dunklin
Lafayette County, Wisconsin	Condado de Lafayette (Wisconsin)
Shelby County, Indiana	Condado de Shelby (Indiana)
Maurice	Maurice (filme)
Alt	ALT
Santa Cruz de La Palma	Santa Cruz de La Palma
Asgair	Apóstrofo
Torgny Lindgren	Torgny Lindgren
Salvador Puig i Antich	Salvador Puig Antich
Cesar Romero	Cesar Romero
Alturas, Calafòrnia	Alturas
John Horne	John Horne
Fàsach Alvord	Deserto de Alvord
Jackson County, Oregon	Condado de Jackson (Oregon)
Multnomah County, Oregon	Condado de Multnomah
Pàpa Frangan	Papa Francisco
Leabhar Mhormoin	Livro de Mórmon
Nathair-mhara (snàigean)	Hydrophiidae
Bibb County, Alabama	Condado de Bibb (Alabama)
Comhairlean na h-Alba	Subdivisões da Escócia
Amelia County, Virginia	Condado de Amelia
Kenosha, Wisconsin	Kenosha
Lakewood, Colorado	Lakewood (Colorado)
Coireall còsagail	Vibrante múltipla alveolar
Nathair-ghleadhrach	Crotalus
Fàsach Nubianach	Deserto da Núbia
Ned Maddrell	Ned Maddrell
Lachlann MacGuaire	Lachlan Macquarie
Laureano Gómez Castro	Laureano Gómez Castro
Vladimir Vasilevich Markovnikov	Vladimir Vasilevich Markovnikov
José Luis Sert	Josep Lluís Sert
Bryan Gunn	Bryan Gunn
Miami-Dade County, Florida	Condado de Miami-Dade
Mochi	Mochi
Amherst County, Virginia	Condado de Amherst
Eduardo Santos	Eduardo Santos Montejo
Lemuria	Lemúria
David Crystal	David Crystal
Villeblevin	Villeblevin
Paramore	Paramore
Taylor County, Kentucky	Condado de Taylor (Kentucky)
Texas County, Missouri	Condado de Texas (Missouri)
Aberfal	Falmouth
Port Adhair Tan Son Nhat	Aeroporto Internacional Tan Son Nhat
Deuchainn-lann	Laboratório
Meatailt Bàis	Death metal
Bòrd-iarnaigidh	Ferro de passar
Cotton County, Oklahoma	Condado de Cotton
Motley County, Texas	Condado de Motley
Nueces County, Texas	Condado de Nueces
Jones County, Texas	Condado de Jones (Texas)
Bonner County, Idaho	Condado de Bonner
Midland County, Texas	Condado de Midland (Texas)
Will County, Illinois	Condado de Will
Cassia County, Idaho	Condado de Cassia
Stevens County, Washington	Condado de Stevens (Washington)
Okanogan County, Washington	Condado de Okanogan
Uinta County, Wyoming	Condado de Uinta
Caingeiseachd	Pentecostalismo
Laramie County, Wyoming	Condado de Laramie
Bodach-sneachda	Boneco de neve
Pacific County, Washington	Condado de Pacific
Wahkiakum County, Washington	Condado de Wahkiakum
Tì uaine	Chá verde
Edgar County, Illinois	Condado de Edgar
Eau Claire County, Wisconsin	Condado de Eau Claire
Fremont County, Wyoming	Condado de Fremont (Wyoming)
San Juan County, Washington	Condado de San Juan (Washington)
Lincoln County, Washington	Condado de Lincoln (Washington)
Whitman County, Washington	Condado de Whitman
Converse County, Wyoming	Condado de Converse
Kitsap County, Washington	Condado de Kitsap
Sweetwater County, Wyoming	Condado de Sweetwater
Sevier County, Utah	Condado de Sevier (Utah)
Saline County, Illinois	Condado de Saline (Illinois)
Bennett County, Dakota a Deas	Condado de Bennett
Bon Homme County, Dakota a Deas	Condado de Bon Homme
Lake County, Illinois	Condado de Lake (Illinois)
Andrew Carnegie	Andrew Carnegie
Johnson County, Wyoming	Condado de Johnson (Wyoming)
Vermilion County, Illinois	Condado de Vermilion
Cedar County, Missouri	Condado de Cedar (Missouri)
Palm Beach County, Florida	Condado de Palm Beach
Bates County, Missouri	Condado de Bates
Atchison County, Missouri	Condado de Atchison (Missouri)
Benton County, Oregon	Condado de Benton (Oregon)
Yamhill County, Oregon	Condado de Yamhill
Crook County, Oregon	Condado de Crook (Oregon)
Hood River County, Oregon	Condado de Hood River
Harney County, Oregon	Condado de Harney
Clatsop County, Oregon	Condado de Clatsop
Grant County, Oregon	Condado de Grant (Oregon)
Columbia County, Oregon	Condado de Columbia (Oregon)
Klamath County, Oregon	Condado de Klamath
Josephine County, Oregon	Condado de Josephine
Douglas County, Oregon	Condado de Douglas (Oregon)
Clackamas County, Oregon	Condado de Clackamas
Marion County, Oregon	Condado de Marion (Oregon)
Curry County, Oregon	Condado de Curry (Oregon)
Deschutes County, Oregon	Condado de Deschutes
Coos County, Oregon	Condado de Coos (Oregon)
Buffalo County, Dakota a Deas	Condado de Buffalo (Dakota do Sul)
Cooper County, Missouri	Condado de Cooper
Butler County, Missouri	Condado de Butler (Missouri)
Clay County, Missouri	Condado de Clay (Missouri)
Clinton County, Missouri	Condado de Clinton (Missouri)
Cole County, Missouri	Condado de Cole
Barton County, Missouri	Condado de Barton
Caldwell County, Missouri	Condado de Caldwell (Missouri)
Silver Bow County, Montana	Condado de Silver Bow
Parmer County, Texas	Condado de Parmer
Lincoln County, Wyoming	Condado de Lincoln (Wyoming)
Washington County, Oregon	Condado de Washington (Oregon)
Tooele County, Utah	Condado de Tooele
Martin County, Texas	Condado de Martin (Texas)
Salt Lake County, Utah	Condado de Salt Lake
Uintah County, Utah	Condado de Uintah
Summit County, Utah	Condado de Summit (Utah)
Palo Pinto County, Texas	Condado de Palo Pinto
Montague County, Texas	Condado de Montague
Sanpete County, Utah	Condado de Sanpete
Lincoln County, Missouri	Condado de Lincoln (Missouri)
Comanche County, Oklahoma	Condado de Comanche (Oklahoma)
Creek County, Oklahoma	Condado de Creek
Grady County, Oklahoma	Condado de Grady (Oklahoma)
Cleveland County, Oklahoma	Condado de Cleveland (Oklahoma)
Howell County, Missouri	Condado de Howell
Oregon County, Missouri	Condado de Oregon
Garvin County, Oklahoma	Condado de Garvin
Boone County, Missouri	Condado de Boone (Missouri)
Bollinger County, Missouri	Condado de Bollinger
Buchanan County, Missouri	Condado de Buchanan (Missouri)
Aurora County, Dakota a Deas	Condado de Aurora
Beaufort County, Carolina a Tuath	Condado de Beaufort (Carolina do Norte)
Cherokee County, Carolina a Tuath	Condado de Cherokee (Carolina do Norte)
Morgan County, Missouri	Condado de Morgan (Missouri)
Berkeley, Calafòrnia	Berkeley (Califórnia)
Gilliam County, Oregon	Condado de Gilliam
Garfield County, Oklahoma	Condado de Garfield (Oklahoma)
Dallas County, Missouri	Condado de Dallas (Missouri)
Cape Girardeau County, Missouri	Condado de Cape Girardeau
Andrew County, Missouri	Condado de Andrew
Delaware County, Oklahoma	Condado de Delaware (Oklahoma)
DeKalb County, Missouri	Condado de DeKalb (Missouri)
Dade County, Missouri	Condado de Dade (Missouri)
Camden County, Missouri	Condado de Camden (Missouri)
Audrain County, Missouri	Condado de Audrain
Beadle County, Dakota a Deas	Condado de Beadle
Carter County, Missouri	Condado de Carter (Missouri)
Douglas County, Missouri	Condado de Douglas (Missouri)
Eisleben	Eisleben
Kiowa County, Oklahoma	Condado de Kiowa (Oklahoma)
Ellis County, Oklahoma	Condado de Ellis (Oklahoma)
Texas County, Oklahoma	Condado de Texas (Oklahoma)
Jefferson County, Oklahoma	Condado de Jefferson (Oklahoma)
Armachd	Armadura
Jackson County, Oklahoma	Condado de Jackson (Oklahoma)
Oklahoma County, Oklahoma	Condado de Oklahoma
Atoka County, Oklahoma	Condado de Atoka
Cimarron County, Oklahoma	Condado de Cimarron
Beaver County, Oklahoma	Condado de Beaver (Oklahoma)
Chariton County, Missouri	Condado de Chariton
Cass County, Missouri	Condado de Cass (Missouri)
Daviess County, Missouri	Condado de Daviess (Missouri)
Callaway County, Missouri	Condado de Callaway
Christian County, Missouri	Condado de Christian (Missouri)
Dent County, Missouri	Condado de Dent
Barry County, Missouri	Condado de Barry (Missouri)
Spokane County, Washington	Condado de Spokane
Wayne County, Nebraska	Condado de Wayne (Nebraska)
Pend Oreille County, Washington	Condado de Pend Oreille
Walla Walla County, Washington	Condado de Walla Walla
Ferrol	Ferrol
Winneshiek County, Iowa	Condado de Winneshiek
Story County, Iowa	Condado de Story
Hancock County, Iowa	Condado de Hancock (Iowa)
Marion County, Iowa	Condado de Marion (Iowa)
Humboldt County, Iowa	Condado de Humboldt (Iowa)
Wayne County, Iowa	Condado de Wayne (Iowa)
Worth County, Iowa	Condado de Worth (Iowa)
Wapello County, Iowa	Condado de Wapello
Poweshiek County, Iowa	Condado de Poweshiek
Scott County, Iowa	Condado de Scott (Iowa)
Monona County, Iowa	Condado de Monona
Hardin County, Iowa	Condado de Hardin (Iowa)
Shelby County, Iowa	Condado de Shelby (Iowa)
McPherson County, Nebraska	Condado de McPherson (Nebraska)
Phelps County, Missouri	Condado de Phelps (Missouri)
Niobrara County, Wyoming	Condado de Niobrara
Coffee County, Alabama	Condado de Coffee (Alabama)
Duluth, Minnesota	Duluth
Plymouth County, Iowa	Condado de Plymouth (Iowa)
Mitchell County, Iowa	Condado de Mitchell (Iowa)
Glendale, Calafòrnia	Glendale (Califórnia)
Mills County, Iowa	Condado de Mills (Iowa)
Webster County, Iowa	Condado de Webster (Iowa)
Harrison County, Iowa	Condado de Harrison (Iowa)
Jasper County, Iowa	Condado de Jasper (Iowa)
Linn County, Iowa	Condado de Linn (Iowa)
Johnson County, Iowa	Condado de Johnson (Iowa)
Ringgold County, Iowa	Condado de Ringgold
Jackson County, Iowa	Condado de Jackson (Iowa)
Lee County, Iowa	Condado de Lee (Iowa)
Lyon County, Iowa	Condado de Lyon (Iowa)
Osceola County, Iowa	Condado de Osceola (Iowa)
Palo Alto County, Iowa	Condado de Palo Alto
Lucas County, Iowa	Condado de Lucas (Iowa)
Polk County, Iowa	Condado de Polk (Iowa)
Hood County, Texas	Condado de Hood
Ochiltree County, Texas	Condado de Ochiltree
Mahaska County, Iowa	Condado de Mahaska
Keokuk County, Iowa	Condado de Keokuk
Union County, Iowa	Condado de Union (Iowa)
Pocahontas County, Iowa	Condado de Pocahontas (Iowa)
Montgomery County, Iowa	Condado de Montgomery (Iowa)
Jones County, Iowa	Condado de Jones (Iowa)
Marshall County, Iowa	Condado de Marshall (Iowa)
Monroe County, Iowa	Condado de Monroe (Iowa)
Iowa County, Iowa	Condado de Iowa (Iowa)
Woodbury County, Iowa	Condado de Woodbury
Louisa County, Iowa	Condado de Louisa (Iowa)
Washington County, Idaho	Condado de Washington (Idaho)
Clark County, Kentucky	Condado de Clark (Kentucky)
Camas County, Idaho	Condado de Camas
Bath County, Kentucky	Condado de Bath (Kentucky)
Allen County, Kentucky	Condado de Allen (Kentucky)
Estill County, Kentucky	Condado de Estill
Butler County, Kentucky	Condado de Butler (Kentucky)
Canyon County, Idaho	Condado de Canyon
Barren County, Kentucky	Condado de Barren
Green County, Kentucky	Condado de Green (Kentucky)
Benton County, Missouri	Condado de Benton (Missouri)
Carter County, Kentucky	Condado de Carter (Kentucky)
Anderson County, Kentucky	Condado de Anderson (Kentucky)
Bourbon County, Kentucky	Condado de Bourbon (Kentucky)
Kane County, Illinois	Condado de Kane (Illinois)
Fremont County, Iowa	Condado de Fremont (Iowa)
Grundy County, Iowa	Condado de Grundy (Iowa)
Hamilton County, Iowa	Condado de Hamilton (Iowa)
San Bernardino, Calafòrnia	San Bernardino (Califórnia)
Fillmore County, Minnesota	Condado de Fillmore (Minnesota)
Henry County, Illinois	Condado de Henry (Illinois)
Elmore County, Idaho	Condado de Elmore (Idaho)
Guthrie County, Iowa	Condado de Guthrie
Boise County, Idaho	Condado de Boise
Boundary County, Idaho	Condado de Boundary
Bear Lake County, Idaho	Condado de Bear Lake
Benewah County, Idaho	Condado de Benewah
Bonneville County, Idaho	Condado de Bonneville
Jasper County, Illinois	Condado de Jasper (Illinois)
Cedar Rapids, Iowa	Cedar Rapids
Jefferson County, Illinois	Condado de Jefferson (Illinois)
Henderson County, Illinois	Condado de Henderson (Illinois)
Madison County, Illinois	Condado de Madison (Illinois)
Williamson County, Illinois	Condado de Williamson (Illinois)
Union County, Illinois	Condado de Union (Illinois)
Kansas City, Kansas	Kansas City (Kansas)
Massac County, Illinois	Condado de Massac
Rochester, Minnesota	Rochester (Minnesota)
Washington County, Illinois	Condado de Washington (Illinois)
Franklin County, Illinois	Condado de Franklin (Illinois)
Hardin County, Illinois	Condado de Hardin (Illinois)
Randolph County, Illinois	Condado de Randolph (Illinois)
Menard County, Illinois	Condado de Menard (Illinois)
St. Clair County, Illinois	Condado de St. Clair (Illinois)
Perry County, Illinois	Condado de Perry (Illinois)
Jo Daviess County, Illinois	Condado de Jo Daviess
Wabash County, Illinois	Condado de Wabash (Illinois)
Canadian County, Oklahoma	Condado de Canadian
Grant County, Oklahoma	Condado de Grant (Oklahoma)
Harmon County, Oklahoma	Condado de Harmon
Johnston County, Oklahoma	Condado de Johnston (Oklahoma)
Ford County, Illinois	Condado de Ford (Illinois)
Boyle County, Kentucky	Condado de Boyle
Lincoln County, Idaho	Condado de Lincoln (Idaho)
LaSalle County, Illinois	Condado de La Salle (Illinois)
Piatt County, Illinois	Condado de Piatt
Marktl	Marktl
McHenry County, Illinois	Condado de McHenry (Illinois)
Lemhi County, Idaho	Condado de Lemhi
Tesco	Tesco
Pottawattamie County, Iowa	Condado de Pottawattamie
Honolulu County, Hawaii	Condado de Honolulu
Conecuh County, Alabama	Condado de Conecuh
Covington County, Alabama	Condado de Covington (Alabama)
Colbert County, Alabama	Condado de Colbert
Coosa County, Alabama	Condado de Coosa
Escambia County, Alabama	Condado de Escambia (Alabama)
Calw	Calw
Salinas, Calafòrnia	Salinas (Califórnia)
Ontario, Calafòrnia	Ontario (Califórnia)
Pulaski County, Illinois	Condado de Pulaski (Illinois)
Caribou County, Idaho	Condado de Caribou
Hendry County, Florida	Condado de Hendry
Montgomery County, Illinois	Condado de Montgomery (Illinois)
Charlotte County, Florida	Condado de Charlotte (Flórida)
White County, Illinois	Condado de White (Illinois)
Custer County, Idaho	Condado de Custer (Idaho)
Brevard County, Florida	Condado de Brevard
Monroe County, Illinois	Condado de Monroe (Illinois)
Indian River County, Florida	Condado de Indian River
Collier County, Florida	Condado de Collier
Jackson County, Florida	Condado de Jackson (Flórida)
Orange County, Florida	Condado de Orange (Flórida)
Bingham County, Idaho	Condado de Bingham
Carroll County, Illinois	Condado de Carroll (Illinois)
Ogle County, Illinois	Condado de Ogle
Greene County, Iowa	Condado de Greene (Iowa)
Hernando County, Florida	Condado de Hernando
Leon County, Florida	Condado de Leon (Flórida)
Blaine County, Idaho	Condado de Blaine (Idaho)
Monongalia County, Virginia an Iar	Condado de Monongalia
Albemarle County, Virginia	Condado de Albemarle
Montgomery County, Maryland	Condado de Montgomery (Maryland)
Baltimore County, Maryland	Condado de Baltimore
Butler County, Pennsylvania	Condado de Butler (Pensilvânia)
Alleghany County, Virginia	Condado de Alleghany (Virgínia)
Erie County, Pennsylvania	Condado de Erie (Pensilvânia)
Fayette County, Pennsylvania	Condado de Fayette (Pensilvânia)
Bradford County, Pennsylvania	Condado de Bradford (Pensilvânia)
Dauphin County, Pennsylvania	Condado de Dauphin
Columbia County, Pennsylvania	Condado de Columbia (Pensilvânia)
Carbon County, Pennsylvania	Condado de Carbon (Pensilvânia)
Anne Arundel County, Maryland	Condado de Anne Arundel
Eureka, Calafòrnia	Eureka (Califórnia)
Monroe County, Virginia an Iar	Condado de Monroe (Virgínia Ocidental)
Hardee County, Florida	Condado de Hardee
DeSoto County, Florida	Condado de DeSoto (Flórida)
Dixie County, Florida	Condado de Dixie
Lafayette County, Florida	Condado de Lafayette (Flórida)
Franklin County, Florida	Condado de Franklin (Flórida)
Nassau County, Florida	Condado de Nassau (Flórida)
Citrus County, Florida	Condado de Citrus
Alachua County, Florida	Condado de Alachua
Crenshaw County, Alabama	Condado de Crenshaw
Dale County, Alabama	Condado de Dale
Dallas County, Alabama	Condado de Dallas (Alabama)
Clay County, Florida	Condado de Clay (Flórida)
Jefferson County, Florida	Condado de Jefferson (Flórida)
Bay County, Florida	Condado de Bay (Flórida)
Hillsborough County, Florida	Condado de Hillsborough (Flórida)
Holmes County, Florida	Condado de Holmes (Flórida)
Highlands County, Florida	Condado de Highlands
Franklin County, Alabama	Condado de Franklin (Alabama)
Teton County, Wyoming	Condado de Teton (Wyoming)
Carroll County, Virginia	Condado de Carroll (Virgínia)
Davison County, Dakota a Deas	Condado de Davison
Oceanside, Calafòrnia	Oceanside (Califórnia)
Brown County, Dakota a Deas	Condado de Brown (Dakota do Sul)
Brookings County, Dakota a Deas	Condado de Brookings
Codington County, Dakota a Deas	Condado de Codington
Corson County, Dakota a Deas	Condado de Corson
Clark County, Dakota a Deas	Condado de Clark (Dakota do Sul)
Brule County, Dakota a Deas	Condado de Brule
Dewey County, Dakota a Deas	Condado de Dewey (Dakota do Sul)
Lawrence County, Dakota a Deas	Condado de Lawrence (Dakota do Sul)
Charles Mix County, Dakota a Deas	Condado de Charles Mix
Green County, Wisconsin	Condado de Green (Wisconsin)
Minnehaha County, Dakota a Deas	Condado de Minnehaha
Sioux City, Iowa	Sioux City
Douglas County, Dakota a Deas	Condado de Douglas (Dakota do Sul)
Deuel County, Dakota a Deas	Condado de Deuel (Dakota do Sul)
Clay County, Dakota a Deas	Condado de Clay (Dakota do Sul)
Marshall County, Oklahoma	Condado de Marshall (Oklahoma)
Love County, Oklahoma	Condado de Love
Kay County, Oklahoma	Condado de Kay
Tillman County, Oklahoma	Condado de Tillman
Hughes County, Oklahoma	Condado de Hughes (Oklahoma)
Roger Mills County, Oklahoma	Condado de Roger Mills
Haakon County, Dakota a Deas	Condado de Haakon
Anderson County, Carolina a Deas	Condado de Anderson (Carolina do Sul)
Woodward County, Oklahoma	Condado de Woodward
Wagoner County, Oklahoma	Condado de Wagoner
Pushmataha County, Oklahoma	Condado de Pushmataha
Woods County, Oklahoma	Condado de Woods
Pawnee County, Oklahoma	Condado de Pawnee (Oklahoma)
Murray County, Oklahoma	Condado de Murray (Oklahoma)
Tulsa County, Oklahoma	Condado de Tulsa
Washington County, Oklahoma	Condado de Washington (Oklahoma)
Wheeler County, Nebraska	Condado de Wheeler (Nebraska)
Custer County, Dakota a Deas	Condado de Custer (Dakota do Sul)
Randolph County, Missouri	Condado de Randolph (Missouri)
York County, Nebraska	Condado de York (Nebraska)
Hamilton County, Nebraska	Condado de Hamilton (Nebraska)
Nemaha County, Nebraska	Condado de Nemaha (Nebraska)
Johnson County, Nebraska	Condado de Johnson (Nebraska)
Logan County, Nebraska	Condado de Logan (Nebraska)
Pawnee County, Nebraska	Condado de Pawnee (Nebraska)
Webster County, Nebraska	Condado de Webster (Nebraska)
Hooker County, Nebraska	Condado de Hooker
Thomas County, Nebraska	Condado de Thomas (Nebraska)
Nance County, Nebraska	Condado de Nance
Keya Paha County, Nebraska	Condado de Keya Paha
Greeley County, Nebraska	Condado de Greeley (Nebraska)
Rock County, Nebraska	Condado de Rock (Nebraska)
Richardson County, Nebraska	Condado de Richardson
Garfield County, Nebraska	Condado de Garfield (Nebraska)
New Madrid County, Missouri	Condado de New Madrid
Garden County, Nebraska	Condado de Garden
Saline County, Missouri	Condado de Saline (Missouri)
Ripley County, Missouri	Condado de Ripley (Missouri)
Ste. Genevieve County, Missouri	Condado de Sainte Genevieve
St. Clair County, Missouri	Condado de St. Clair (Missouri)
Nodaway County, Missouri	Condado de Nodaway
Polk County, Missouri	Condado de Polk (Missouri)
Reynolds County, Missouri	Condado de Reynolds
Ozark County, Missouri	Condado de Ozark
St. Charles County, Missouri	Condado de Saint Charles
Pike County, Missouri	Condado de Pike (Missouri)
Ray County, Missouri	Condado de Ray
Putnam County, Missouri	Condado de Putnam (Missouri)
Newton County, Missouri	Condado de Newton (Missouri)
Osage County, Missouri	Condado de Osage (Missouri)
Platte County, Missouri	Condado de Platte (Missouri)
Perry County, Missouri	Condado de Perry (Missouri)
Jefferson County, Nebraska	Condado de Jefferson (Nebraska)
Pulaski County, Missouri	Condado de Pulaski (Missouri)
Moniteau County, Missouri	Condado de Moniteau
Jefferson County, Missouri	Condado de Jefferson (Missouri)
Livingston County, Missouri	Condado de Livingston (Missouri)
Macon County, Missouri	Condado de Macon (Missouri)
Lafayette County, Missouri	Condado de Lafayette (Missouri)
Mississippi County, Missouri	Condado de Mississippi (Missouri)
Johnson County, Missouri	Condado de Johnson (Missouri)
Monroe County, Missouri	Condado de Monroe (Missouri)
Ratzeburg	Ratzeburg
Marion County, Missouri	Condado de Marion (Missouri)
McDonald County, Missouri	Condado de McDonald
Cambria County, Pennsylvania	Condado de Cambria
Linn County, Missouri	Condado de Linn (Missouri)
Lewis County, Missouri	Condado de Lewis (Missouri)
Knox County, Missouri	Condado de Knox (Missouri)
Miller County, Missouri	Condado de Miller (Missouri)
Laclede County, Missouri	Condado de Laclede
Iron County, Missouri	Condado de Iron (Missouri)
Madison County, Missouri	Condado de Madison (Missouri)
Montgomery County, Missouri	Condado de Montgomery (Missouri)
Jasper County, Missouri	Condado de Jasper (Missouri)
Mercer County, Missouri	Condado de Mercer (Missouri)
Taylor County, Texas	Condado de Taylor (Texas)
Appomattox County, Virginia	Condado de Appomattox
Lincoln County, Montana	Condado de Lincoln (Montana)
Greene County, Missouri	Condado de Greene (Missouri)
Hickory County, Missouri	Condado de Hickory
Gentry County, Missouri	Condado de Gentry
Henry County, Missouri	Condado de Henry (Missouri)
Franklin County, Missouri	Condado de Franklin (Missouri)
Gasconade County, Missouri	Condado de Gasconade
Grundy County, Missouri	Condado de Grundy (Missouri)
Harrison County, Missouri	Condado de Harrison (Missouri)
Holt County, Missouri	Condado de Holt (Missouri)
Ventura, Calafòrnia	Ventura (Califórnia)
Judith Basin County, Montana	Condado de Judith Basin
Oconto County, Wisconsin	Condado de Oconto
Bayfield County, Wisconsin	Condado de Bayfield
Sublette County, Wyoming	Condado de Sublette
Grant County, Dakota a Deas	Condado de Grant (Dakota do Sul)
Hudson County, Jersey Nuadh	Condado de Hudson
