Afrihkká	África
Kategoriija:1701	Categoria:1701
Kategoriija:1708	Categoria:1708
Kategoriija:1734	Categoria:1734
Kategoriija:1736	Categoria:1736
Kategoriija:1742	Categoria:1742
Kategoriija:1745	Categoria:1745
Kategoriija:1771	Categoria:1771
Kategoriija:1789	Categoria:1789
Kategoriija:1796	Categoria:1796
Kategoriija:Jápmimat 1809	Categoria:Mortos em 1809
Kategoriija:1821	Categoria:1821
Kategoriija:1825	Categoria:1825
Kategoriija:1828	Categoria:1828
Kategoriija:1837	Categoria:1837
Kategoriija:Riegádeamit 1838	Categoria:Nascidos em 1838
Kategoriija:1841	Categoria:1841
Kategoriija:1850	Categoria:1850
Kategoriija:1867	Categoria:1867
Kategoriija:1873	Categoria:1873
Kategoriija:1878	Categoria:1878
Kategoriija:1896	Categoria:1896
Kategoriija:Jápmimat 1924	Categoria:Mortos em 1924
Kategoriija:Jápmimat 1960	Categoria:Mortos em 1960
Kategoriija:1963	Categoria:1963
Kategoriija:Jápmimat 1981	Categoria:Mortos em 1981
Kategoriija:Jápmimat 1999	Categoria:Mortos em 1999
Kategoriija:Šilljocihcelottit	Categoria:Passeriformes
Kategoriija:Englánddalaš lávlut	Categoria:Cantores da Inglaterra
Kategoriija:Eurohpálaš politihkkárat	Categoria:Políticos da Europa
Kategoriija:Fránskalaš filosofat	Categoria:Filósofos da França
Kategoriija:Amerihkálaš fysihkkárat	Categoria:Físicos dos Estados Unidos
Kategoriija:Norgga fatnasat	Categoria:Navios da Noruega
Kategoriija:Italiálaš spábbačiekčit	Categoria:Futebolistas da Itália
Kategoriija:Dieđaolbmot	Categoria:Cientistas
Kategoriija:Austrálialaš neavttárat	Categoria:Atores da Austrália
Kategoriija:Bruvssat	Categoria:Refrigerantes
Kategoriija:Buorit artihkkalat -prošeakta	Categoria:!Artigos bons
Kategoriija:Nobel-bálkkašupmi	Categoria:Prémio Nobel
Málle:User pfl-1	Predefinição:User pfl-1
Kategoriija:1400-lohku	Categoria:Século XV
Kategoriija:Albánialaš politihkka	Categoria:Política da Albânia
Kategoriija:Vuolleeatnamiid eatnandiehtu	Categoria:Geografia dos Países Baixos
Kategoriija:Nuortariikka eatnandiehtu	Categoria:Geografia da Áustria
Kategoriija:Frankriikka eatnandiehtu	Categoria:Geografia da França
Kategoriija:Norgga jogat	Categoria:Rios da Noruega
Kategoriija:Georgia	Categoria:Geórgia
Kategoriija:Beaivvášalbmoneamit	Categoria:Fenômenos solares
Kategoriija:Eurohpálaš gonagasviessu	Categoria:Famílias reais da Europa
Kategoriija:Serbialaččat	Categoria:Sérvios
Kategoriija:Australialaččat	Categoria:Australianos
Kategoriija:Iranalaš neavttárat	Categoria:Atores do Irão
Kategoriija:Duiskalaš diktačállit	Categoria:Poetas da Alemanha
Kategoriija:Armeniálaš musihkkárat	Categoria:Músicos da Arménia
Kategoriija:Aserbaižanalaš musihkkárat	Categoria:Músicos do Azerbaijão
Kategoriija:1702	Categoria:1702
Kategoriija:1727	Categoria:1727
Kategoriija:1735	Categoria:1735
Kategoriija:1737	Categoria:1737
Kategoriija:1744	Categoria:1744
Kategoriija:1808	Categoria:1808
Kategoriija:1824	Categoria:1824
Kategoriija:1826	Categoria:1826
Kategoriija:1831	Categoria:1831
Kategoriija:Jápmimat 1835	Categoria:Mortos em 1835
Kategoriija:Jápmimat 1839	Categoria:Mortos em 1839
Kategoriija:Jápmimat 1848	Categoria:Mortos em 1848
Kategoriija:Jápmimat 1868	Categoria:Mortos em 1868
Kategoriija:Jápmimat 1874	Categoria:Mortos em 1874
Kategoriija:Jápmimat 1888	Categoria:Mortos em 1888
Kategoriija:Jápmimat 1929	Categoria:Mortos em 1929
Kategoriija:Jápmimat 1933	Categoria:Mortos em 1933
Kategoriija:Jápmimat 1961	Categoria:Mortos em 1961
Kategoriija:1968	Categoria:1968
Kategoriija:Vestfolda	Categoria:Vestfold
Kategoriija:Šveicca eatnandiehtu	Categoria:Geografia da Suíça
Málle:G-hy	Predefinição:Lang-hy
Kategoriija:Journalistihkka	Categoria:Jornalismo
Kategoriija:Chilelaš diplomáhttat	Categoria:Diplomatas do Chile
Kategoriija:Suopmelaš girječállit	Categoria:Escritores da Finlândia
Kategoriija:Serbialaš politihkkárat	Categoria:Políticos da Sérvia
Kategoriija:Ruoŧŧelaš politihkkárat	Categoria:Políticos da Suécia
Kategoriija:1746	Categoria:1746
Kategoriija:1785	Categoria:1785
Kategoriija:1817	Categoria:1817
Kategoriija:1898	Categoria:1898
Kategoriija:1998	Categoria:1998
Kategoriija:Nepal	Categoria:Nepal
Kategoriija:Greikka eatnandiehtu	Categoria:Geografia da Grécia
Kategoriija:Islándalaččat	Categoria:Islandeses
Kategoriija:Chilelaččat	Categoria:Chilenos
Kategoriija:Ovttastuvvan arábaemiráhtat	Categoria:Emirados Árabes Unidos
Kategoriija:Duiskka suohkanat	Categoria:Vilas da Alemanha
Kategoriija:Islándalaš musihkkárat	Categoria:Músicos da Islândia
Kategoriija:Norgalaš politihkkárat	Categoria:Políticos da Noruega
Kategoriija:Jápmimat 1795	Categoria:Mortos em 1795
Kategoriija:1855	Categoria:1855
Kategoriija:2003	Categoria:2003
Kategoriija:IPA-mállet	Categoria:!Predefinições IPA
Kategoriija:1971	Categoria:1971
Kategoriija:Giellamállet	Categoria:!Predefinições de apoio multilingue
Kategoriija:Jugoslávia	Categoria:Iugoslávia
Kategoriija:Suomaruoŧŧelaš girječállit	Categoria:Escritores fino-suecos
Kategoriija:Ruoŧŧelaš fitnodagat	Categoria:Empresas da Suécia
Kategoriija:Biibbala olbmot	Categoria:Personagens bíblicos
Kategoriija:Suoma presideanttat	Categoria:Presidentes da Finlândia
Kategoriija:Frankriikka presideanttat	Categoria:Presidentes da França
Kategoriija:Ecuadora presideanttat	Categoria:Presidentes do Equador
Kategoriija:Amerihká ovttastuvvan stáhtaid presideanttat	Categoria:Presidentes dos Estados Unidos
Kategoriija:Eurohpá historjá	Categoria:História da Europa
Kategoriija:San Marino	Categoria:San Marino
Kategoriija:Costa Rica	Categoria:Costa Rica
Kategoriija:Bosnia-Hercegovina	Categoria:Bósnia e Herzegovina
Kategoriija:Norga	Categoria:Noruega
Kategoriija:Liechtenstein	Categoria:Liechtenstein
Kategoriija:Uruguay	Categoria:Uruguai
Kategoriija:Andorra	Categoria:Andorra
Kategoriija:Serbia	Categoria:Sérvia
Kategoriija:Belize	Categoria:Belize
Kategoriija:Haiti	Categoria:Haiti
Kategoriija:Ecuador	Categoria:Equador
Kategoriija:Albánia	Categoria:Albânia
Kategoriija:Oseania riikkat	Categoria:Países da Oceania
Kategoriija:Monaco	Categoria:Mónaco
Kategoriija:Davvi-Amerihká riikkat	Categoria:Países da América do Norte
Kategoriija:Guolit	Categoria:Peixes
Kategoriija:Ruotnasat	Categoria:Hortaliças
Kategoriija:Heđemat	Categoria:Frutos
Kategoriija:Bellodagat	Categoria:Partidos políticos
Kategoriija:Mirkkolaš šattut	Categoria:Plantas tóxicas
Kategoriija:Partihkkalfysihkka	Categoria:Física de partículas
Kategoriija:Helssega metro	Categoria:Metro de Helsínquia
Kategoriija:Ruoŧa leanat	Categoria:Condados da Suécia
Kategoriija:Japánagiella	Categoria:Língua japonesa
Kategoriija:Amerihká ovttastuvvan stáhtaid gielat	Categoria:Línguas dos Estados Unidos
Kategoriija:Kanáda gielat	Categoria:Línguas do Canadá
Kategoriija:Politihkalaš eatnandiehtu	Categoria:Geografia política
Kategoriija:Davvi-Amerihká eatnandiehtu	Categoria:Geografia da América do Norte
Kategoriija:Oseania eatnandiehtu	Categoria:Geografia da Oceania
Kategoriija:Ásia eatnandiehtu	Categoria:Geografia da Ásia
Kategoriija:Ruošša guovllut	Categoria:Oblasts da Rússia
Kategoriija:Moskva	Categoria:Moscou
Kategoriija:Antropologiija	Categoria:Antropologia
Kategoriija:Ekosystemat	Categoria:Ecossistemas
Kategoriija:Stáhtadiehtti	Categoria:Ciência política
Kategoriija:Norgga gonagasviessu	Categoria:Família real norueguesa
Kategoriija:Dronnegat	Categoria:Rainhas
Kategoriija:Neahteeallit	Categoria:Mustelídeos
Kategoriija:Eurohpálaš kultuvra	Categoria:Cultura da Europa
Kategoriija:Beaivvit	Categoria:Dias do ano
Kategoriija:Girkokaleanddar	Categoria:Festividades cristãs
Kategoriija:Goahccemuorat	Categoria:Coníferas
Kategoriija:Fágaidgaskasaš dutkan	Categoria:Campos interdisciplinares
Kategoriija:Sosiálisma	Categoria:Socialismo
Kategoriija:Eallit	Categoria:Animais
Kategoriija:Riggeeallit	Categoria:Vertebrados
Kategoriija:Fonetihkka	Categoria:Fonética
Kategoriija:Gárjila dásseváldi	Categoria:República da Carélia
Kategoriija:Jápminsivat	Categoria:Causas de morte
Kategoriija:Geavaheaddji pfl-1	Categoria:Usuário pfl-1
Kategoriija:NATO	Categoria:OTAN
Kategoriija:Lulli-Amerihká riikkat	Categoria:Países da América do Sul
Kategoriija:Kronologiija	Categoria:Cronologia
Kategoriija:Ekonomiijaorganisašuvnnat	Categoria:Organizações de economia
Kategoriija:Afrihkálaš musihkkárat	Categoria:Músicos da África
Kategoriija:Eurohpálaš musihkkárat	Categoria:Músicos da Europa
Kategoriija:Eurohpálaš ádelat	Categoria:Nobreza Europeia
Málle:Kalaallit Nunaata oaiveministtar	Predefinição:Primeiro-ministro da Groenlândia
Kategoriija:Ovdánanbiologiija	Categoria:Biologia do desenvolvimento
Kategoriija:Giellabearrašat	Categoria:Línguas por família
Kategoriija:Politihkalaš ideologiija	Categoria:Ideologias políticas
Kategoriija:Eurohpá sullot	Categoria:Ilhas da Europa
Kategoriija:Norgga sullot	Categoria:Ilhas da Noruega
Kategoriija:Informatihkka	Categoria:Tecnologia da informação
Kategoriija:Oaivegávpogat	Categoria:Capitais
Kategoriija:Alpes-Maritimesa gielddat	Categoria:Comunas do departamento dos Alpes Marítimos
Kategoriija:Norgga gávpogat	Categoria:Cidades da Noruega
Kategoriija:Mali gávpogat	Categoria:Assentamentos no Mali
Kategoriija:Bulgária gávpogat	Categoria:Cidades da Bulgária
Kategoriija:Nuortariikka gávpogat	Categoria:Cidades da Áustria
Kategoriija:Šveicca gávpogat	Categoria:Cidades da Suíça
Kategoriija:Ruošša gávpogat	Categoria:Cidades da Rússia
Kategoriija:Ungára gávpogat	Categoria:Cidades da Hungria
Kategoriija:Wien	Categoria:Viena
Kategoriija:Durkalaš gielat	Categoria:Línguas turcomanas
Kategoriija:Delfiinnat	Categoria:Delphinidae
Kategoriija:Geavaheaddji pl	Categoria:Usuários pl
Kategoriija:Bangkok	Categoria:Banguecoque
Kategoriija:Johtolat	Categoria:Transporte
Kategoriija:Dutkan	Categoria:Pesquisa
Kategoriija:Lávllagilvohallamat	Categoria:Competições musicais
Kategoriija:Gilvohallamat	Categoria:Competições
Kategoriija:Bearaš	Categoria:Família
Kategoriija:Osku	Categoria:Crenças
Kategoriija:Áiggeájit	Categoria:Passatempos
Kategoriija:Ásialaččat	Categoria:Asiáticos
Kategoriija:Afrihkálaččat	Categoria:Africanos
Kategoriija:Austronesialaš gielat	Categoria:Línguas austronésias
Kategoriija:Antárktis	Categoria:Antártida
Kategoriija:Davvi-Amerihkká	Categoria:América do Norte
Kategoriija:Lávlut	Categoria:Cantores
Kategoriija:Eurohpá jávrrit	Categoria:Lagos da Europa
Kategoriija:Jávrrit	Categoria:Lagos
Kategoriija:Spábbačiekčit	Categoria:Futebolistas
Kategoriija:Fysihkkárat	Categoria:Físicos
Kategoriija:Utoaztekalaš gielat	Categoria:Línguas uto-astecas
Kategoriija:Oseania	Categoria:Oceania
Kategoriija:Ásia gávpogat	Categoria:Cidades da Ásia
Kategoriija:Demokratiija	Categoria:Democracia
Kategoriija:Guatemala	Categoria:Guatemala
Kategoriija:Montenegro	Categoria:Montenegro
Kategoriija:Politihkalaš filosofiija	Categoria:Filosofia política
Kategoriija:Gonagasviessu	Categoria:Famílias reais
Kategoriija:Luondokatastrofat	Categoria:Desastres naturais
Kategoriija:Kiinnálaš gielat	Categoria:Língua chinesa
Kategoriija:Oseania gielat	Categoria:Línguas da Oceania
Kategoriija:Afrihká eatnandiehtu	Categoria:Geografia da África
Kategoriija:Politihkalaš vuogádagat	Categoria:Sistemas políticos
Kategoriija:Davvi-Amerihká oaivegávpogat	Categoria:Capitais da América do Norte
Kategoriija:Lulli-Amerihká oaivegávpogat	Categoria:Capitais da América do Sul
Kategoriija:Norgga várit	Categoria:Montanhas da Noruega
Kategoriija:Duiskalaš kultuvra	Categoria:Cultura da Alemanha
Kategoriija:Norgga riekti	Categoria:Direito da Noruega
Kategoriija:Guatemala gávpogat	Categoria:Cidades da Guatemala
Kategoriija:Malta gávpogat	Categoria:Cidades de Malta
Kategoriija:Belize gávpogat	Categoria:Cidades de Belize
Kategoriija:Austrália gávpogat	Categoria:Cidades da Austrália
Kategoriija:Itália gávpogat	Categoria:Cidades da Itália
Kategoriija:Costa Rica gávpogat	Categoria:Cidades da Costa Rica
Kategoriija:Norgga jávrrit	Categoria:Lagos da Noruega
Kategoriija:Ungáralaš kultuvra	Categoria:Cultura da Hungria
Kategoriija:Ecuadora gávpogat	Categoria:Cidades do Equador
Kategoriija:Gielat Costa Ricas	Categoria:Línguas da Costa Rica
Kategoriija:Timjanat	Categoria:Thymus
Kategoriija:Duiskka musihkka	Categoria:Música da Alemanha
Kategoriija:Aserbaižan musihkka	Categoria:Música do Azerbaijão
Kategoriija:Etiopialaš musihkka	Categoria:Música da Etiópia
Kategoriija:Leivvožat	Categoria:Alaudidae
Kategoriija:Eurohpá oaivegávpogat	Categoria:Capitais da Europa
Kategoriija:Ásia oaivegávpogat	Categoria:Capitais da Ásia
Kategoriija:Gaccepat	Categoria:Paridae
Rauma (Suopma)	Rauma
Kategoriija:Nárttit	Categoria:Saxifragaceae
Kategoriija:Islándda vulkánat	Categoria:Vulcões da Islândia
Kategoriija:Jokŋašattut	Categoria:Vaccinium
Kategoriija:Valletta	Categoria:Valeta
Kategoriija:Ungáralaš dáidda	Categoria:Artes da Hungria
Kategoriija:Armenia musihkka	Categoria:Música da Arménia
Kategoriija:Ruoŧŧelaš dáiddárat	Categoria:Artistas da Suécia
Kategoriija:Juopmošattut	Categoria:Polygonaceae
Kategoriija:Beaivvášsevnnjodeapmi	Categoria:Eclipses solares
Kategoriija:Beassášbiebmu	Categoria:Gastronomia da Páscoa
Kategoriija:Mánut	Categoria:Satélites naturais
Kategoriija:Eurohpálaš monarkiijat	Categoria:Monarquias da Europa
Kategoriija:Ciebanat	Categoria:Roedores
Kategoriija:Gárjil	Categoria:Carélia
Kategoriija:Araukariašattut	Categoria:Araucariaceae
Kategoriija:Spánia geainnut	Categoria:Estradas da Espanha
Kategoriija:Costa Rica kantonat	Categoria:Cantões da Costa Rica
Kategoriija:Dearvvašvuohta	Categoria:Saúde
Málle:User sl-1	Predefinição:User sl-1
Málle:G-ga	Predefinição:Lang-ga
Kategoriija:Suoma museat	Categoria:Museus da Finlândia
Kategoriija:Norgga bellodagat	Categoria:Partidos políticos da Noruega
Kategoriija:Etnologiija	Categoria:Etnologia
Málle:Kroatia guovllut	Predefinição:Condados da Croácia
Málle:G-pl	Predefinição:Lang-pl
Thisted	Thisted
Kategoriija:Costa Rica provinssat	Categoria:Províncias da Costa Rica
The Narrative	The Narrative
Kategoriija:Fysiologiija	Categoria:Fisiologia
Kategoriija:Østfolda	Categoria:Østfold
Trojany	Trojany
Kategoriija:Ecuadora provinssat	Categoria:Províncias do Equador
Kategoriija:Geopolitihkka	Categoria:Geopolítica
Kategoriija:Ålánda	Categoria:Åland
Kategoriija:Ádelat	Categoria:Famílias nobres
Kategoriija:Šuokŋadahkkit	Categoria:Compositores
Kategoriija:Norgga historjá	Categoria:História da Noruega
Kategoriija:Ásia riikkat	Categoria:Países da Ásia
Kategoriija:Ungáralaš dáiddárat	Categoria:Artistas da Hungria
Málle:Kalaallit Nunaata gávpogat ja gilit	Predefinição:Localidades da Groenlândia
Kategoriija:Nuortariikalaš dáiddárat	Categoria:Artistas da Áustria
Málle:User et-2	Predefinição:User et-2
Málle:G-qu	Predefinição:Lang-qu
Málle:G-is	Predefinição:Lang-is
Málle:G-et	Predefinição:Lang-et
Málle:G-es	Predefinição:Lang-es
Málle:G-ca	Predefinição:Lang-ca
Málle:G-az	Predefinição:Lang-az
Málle:G-ay	Predefinição:Lang-ay
Kategoriija:Ruošša presideanttat	Categoria:Presidentes da Rússia
Kategoriija:TV-kanálat	Categoria:Canais de televisão
Kategoriija:Kalaallit Nunaata sullot	Categoria:Ilhas da Gronelândia
Kategoriija:Oarjel-Agder	Categoria:Vest-Agder
Kategoriija:Boskkat	Categoria:Angelica (género)
Kategoriija:Haiti arrondissemeanttat	Categoria:Arrondissements do Haiti
Málle:G-ha	Predefinição:Lang-ha
Kategoriija:Ásialaš musihkka	Categoria:Música da Ásia
Kategoriija:Athena	Categoria:Atenas
Kategoriija:Nuorta-Agder	Categoria:Aust-Agder
Kategoriija:Violašattut	Categoria:Violaceae
Kategoriija:Bern	Categoria:Berna
Kategoriija:Soagit	Categoria:Betula
Kategoriija:Beibbožat	Categoria:Fringillidae
Kategoriija:Čibčalaš gielat	Categoria:Línguas chibchanas
Kategoriija:Dánskalaš dáiddárat	Categoria:Pintores da Dinamarca
Kategoriija:Guatemala departemeanttat	Categoria:Departamentos da Guatemala
Kategoriija:Katastrofat jagiid mielde	Categoria:Desastres por ano
Kategoriija:Belize guovllut	Categoria:Distritos de Belize
Kategoriija:Čurolastašattut	Categoria:Droseraceae
Kategoriija:Hollánddalaš dáiddárat	Categoria:Artistas dos Países Baixos
Kategoriija:Eanandoarggástusat	Categoria:Sismos
Kategoriija:Daŋasšattut	Categoria:Ericaceae
Kategoriija:Eskimo-aleuhtalaš gielat	Categoria:Línguas esquimó-aleútes
Kategoriija:Etiopialaš musihkkárat	Categoria:Músicos da Etiópia
Kategoriija:Eurovision dánsungilvohallan	Categoria:Festival Eurovisão da Dança
Kategoriija:Eurovision lávllagilvvohallan 2012	Categoria:Festival Eurovisão da Canção 2012
Kategoriija:Kroátialaš lávlut	Categoria:Cantores da Croácia
Kategoriija:Sogat	Categoria:Famílias
Málle:G-zh	Predefinição:Lang-zh
Kategoriija:Nuortamearasuopmelaš gielat	Categoria:Línguas fino-bálticas
Kategoriija:Suopmelaš diktačállit	Categoria:Poetas da Finlândia
Kategoriija:Finnmárku	Categoria:Finnmark
Málle:G-fi	Predefinição:Lang-fi
Málle:G-sv	Predefinição:Lang-sv
Kategoriija:Fránskalaš dáiddárat	Categoria:Artistas da França
Málle:Wikidata	Predefinição:Valor Wikidata
Kategoriija:Doaktagat	Categoria:Gaviiformes
Kategoriija:Civzzašattut	Categoria:Gentianaceae
Kategoriija:Oslo geografiija	Categoria:Geografia de Oslo
Kategoriija:Rogalándda geografiija	Categoria:Geografia de Rogaland
Kategoriija:Lulli-Amerihká eatnandiehtu	Categoria:Geografia da América do Sul
Kategoriija:Germánalaš gielat	Categoria:Línguas germânicas
Kategoriija:Kásusat	Categoria:Casos gramaticais
Kategoriija:Greikkalaš alfabehta	Categoria:Alfabeto grego
Kategoriija:Lulli-Trøndelága gielddat	Categoria:Comunas de Sør-Trøndelag
Kategoriija:Islándamállet	Categoria:!Predefinições sobre a Islândia
Kategoriija:Amerihká ovttastuvvan stáhtaid álgoálbmogiid gielat	Categoria:Línguas ameríndias
Kategoriija:Irlánda	Categoria:Irlanda
Kategoriija:Japánalaš videospealludahkkit	Categoria:Designers de jogos do Japão
Kategoriija:Junior Eurovision lávllagilvohallan	Categoria:Festival Eurovisão da Canção Júnior
Kategoriija:Jämtlándda leatna	Categoria:Condado de Jämtland
Kategoriija:Liberálisma	Categoria:Liberalismo
Kategoriija:Malayo-polynesialaš gielat	Categoria:Línguas malaio-polinésias
Kategoriija:Malilaš musihkkárat	Categoria:Músicos do Mali
Kategoriija:Beštorat	Categoria:Motacillinae
Kategoriija:Islándda regiuvnnat	Categoria:Regiões da Islândia
Kategoriija:Vestfolda gielddat	Categoria:Comunas de Vestfold
Kategoriija:Loddegonagasat	Categoria:Regulus
Kategoriija:Jieretšattut	Categoria:Ribes
Kategoriija:Riga	Categoria:Riga
Kategoriija:Ásia jogat	Categoria:Rios da Ásia
Kategoriija:Sámegielat	Categoria:Línguas sami
Kategoriija:Samojedagielat	Categoria:Línguas samoiedas
Kategoriija:Diehtaga ja teknihka bálkkašumit	Categoria:Prêmios de ciência
Kategoriija:Sosiálademokratiija	Categoria:Social-democracia
Kategoriija:Sogn ja Fjordane	Categoria:Sogn og Fjordane
Kategoriija:Jietna	Categoria:Som
Kategoriija:Lulli-Suoma leatna	Categoria:Região Sudeste da Finlândia
Kategoriija:Estlándda presideanttat	Categoria:Presidentes da Estônia
Kategoriija:Mearradiehtu	Categoria:Oceanografia
Kategoriija:Monarkiijat	Categoria:Monarquias
Kategoriija:Lulli-Amerihká politihkkárat	Categoria:Políticos da América do Sul
Kategoriija:Ruošša aviissat	Categoria:Jornais da Rússia
Kategoriija:Meksikolaš dáiddárat	Categoria:Artistas do México
Kategoriija:Møre ja Romsdála	Categoria:Møre og Romsdal
Kategoriija:Buskerud	Categoria:Buskerud
Kategoriija:Stockholmma leatna	Categoria:Condado de Estocolmo
Kategoriija:Suoma TV-kanálat	Categoria:Canais de televisão da Finlândia
Kategoriija:São Paulo	Categoria:São Paulo (cidade)
Kategoriija:Afrihkálaš musihkka	Categoria:Música da África
Kategoriija:Akershusa fylka	Categoria:Akershus
Kategoriija:Bealgelottit	Categoria:Troglodytidae
Kategoriija:Romsa	Categoria:Troms
Kategoriija:Svalbárda	Categoria:Svalbard
Kategoriija:Ruoŧa dronnegat	Categoria:Rainhas da Suécia
Kategoriija:Adopšuvdna	Categoria:Adoção
Kategoriija:Norgga universitehtat ja allaskuvllat	Categoria:Universidades da Noruega
Kategoriija:Atlánta	Categoria:Oceano Atlântico
Kategoriija:Geavaheaddji pfl	Categoria:Usuários pfl
Kategoriija:Opplánda	Categoria:Oppland
Kategoriija:Soahkešattut	Categoria:Betulaceae
Kategoriija:Oarje-Norrlándda leatna	Categoria:Condado de Västernorrland
Kategoriija:Musihkkaspealut	Categoria:Jogos eletrônicos musicais
Kategoriija:Kártografiija	Categoria:Cartografia
Kategoriija:Luondduriggodagat	Categoria:Recursos naturais
Kategoriija:Juovlabiebmu	Categoria:Gastronomia natalina
Kategoriija:Máilmmeárbeguovllut Norggas	Categoria:Patrimônio Mundial da UNESCO na Noruega
